file_id,label,file_id_N,api_unique,tid_unique,rv_unique
31018,0,45,18,3,13
31020,0,46,18,3,13
31027,0,357,36,1,56
31030,0,3513,99,26,260
31037,0,2661,55,5,258
31042,0,5058,70,6,65
31049,0,17464,124,26,332
31053,0,68,12,2,10
31056,0,392,29,1,19
31100,0,16,9,1,10
31124,0,10002,25,21,27
31128,0,222,23,2,14
31131,0,50418,95,59,441
31183,1,480,45,5,22
31184,1,1274,45,18,36
31191,5,3624,66,6,42
31192,5,6756,62,3,114
31195,0,16,9,1,9
31217,0,53,17,3,14
31222,0,660,32,9,22
31223,0,50,21,1,4
31231,0,720,40,1,37
31236,0,5001,32,1,6
31251,0,10002,85,10,319
31257,0,54,17,3,14
31262,3,37696,118,302,341
31284,0,16,9,1,9
31288,0,1810,41,1,54
31297,0,105,32,2,8
31323,0,953,53,3,31
31326,0,872,36,2,75
31339,0,214,28,1,70
31341,0,76,12,1,5
31342,0,14186,100,34,166
31387,5,102,15,3,6
31388,5,47599,73,21,128
31389,5,6,2,3,1
31408,0,876,48,7,32
31421,0,5030,84,10,56
31423,0,16,9,1,9
31445,5,27254,72,38,302
31453,0,2029,68,6,66
31458,0,15342,93,19,237
31475,0,1010,41,6,57
31501,0,16,9,1,10
31506,0,21393,126,63,386
31513,0,43,18,3,14
31534,5,21249,78,47,335
31535,5,1477,38,2,26
31536,0,47,19,3,14
31538,0,5154,83,10,128
31542,0,5001,68,4,48
31546,0,105,17,1,4
31567,0,44,18,3,13
31577,2,16,9,1,3
31583,0,826,52,3,29
31587,0,2962,66,7,27
31594,0,40,14,3,13
31596,0,5001,39,6,13
31597,0,2257,41,3,16
31602,0,4582,61,3,36
31607,0,1678,42,2,44
31619,5,3032,43,4,177
31623,0,43,18,3,14
31626,0,22338,156,48,522
31639,0,56,18,3,13
31642,0,167,25,3,24
31652,0,324,37,1,45
31661,0,84,21,1,8
31662,0,10002,64,8,40
31665,0,44,18,3,13
31668,0,22,11,1,9
31669,0,30639,109,31,332
31672,0,10002,72,4,349
31679,0,164,19,2,7
31705,5,5001,70,3,223
31706,5,1053,41,4,16
31708,0,10371,93,19,139
31711,0,1394,54,4,31
31726,0,52,9,1,3
31769,0,1986,50,2,89
31790,0,44,18,3,13
31805,5,6220,79,13,68
31806,5,6163,54,9,21
31808,0,256,14,4,4
31817,0,72,19,1,7
31819,0,41,16,1,6
31823,0,407,23,3,9
31828,0,43,18,3,14
31832,0,458,41,1,46
31842,0,239,24,1,13
31847,0,19241,71,12,73
31857,0,1097,48,4,26
31862,0,120,12,2,3
31879,0,7343,59,8,53
31880,0,1977,72,13,130
31882,0,162,36,2,10
31887,0,44,18,3,13
31909,0,2455,63,11,61
31910,0,548,39,2,21
31936,0,123,24,1,12
31949,0,355,34,2,56
31988,0,98,10,2,6
31992,0,5001,64,4,45
32003,0,4898,62,5,34
32005,0,555,37,5,44
32014,5,7376,36,11,19
32015,5,6,2,3,1
32030,0,43,18,3,14
32033,0,40,14,3,13
32043,0,529,20,1,9
32045,0,707,62,6,58
32055,0,5001,55,3,134
32061,0,237,33,1,9
32063,0,915,61,5,24
32069,5,1926,48,1,120
32070,5,15743,50,16,42
32084,0,129,28,3,19
32092,0,22,11,1,9
32114,0,22,11,1,9
32116,0,219,28,9,19
32120,0,79,15,1,9
32133,0,5001,91,20,193
32140,0,43,18,3,14
32144,0,63,27,1,13
32146,0,462,41,1,49
32147,0,121,24,1,12
32149,5,14789,60,12,62
32150,5,6834,69,6,98
32151,5,2581,79,8,60
32170,0,453,41,1,46
32179,0,37,15,1,11
32186,0,241,37,1,28
32194,0,845,56,3,29
32215,0,434,41,1,51
32219,0,20,13,1,9
32221,0,325,37,1,43
32240,0,997,52,3,32
32244,0,95,22,1,30
32249,0,575,28,1,31
32277,0,652,39,1,37
32289,0,1455,43,2,72
32293,1,480,45,6,20
32294,1,943,45,13,29
32297,0,123,13,1,4
32300,0,5001,11,1,2
32309,0,86,19,1,4
32312,0,33,14,1,4
32318,0,44,18,3,13
32319,0,41,19,1,5
32325,0,684,42,4,67
32329,0,830,25,3,23
32331,3,25005,56,36,52
32351,0,57,15,1,4
32352,0,15526,79,17,82
32359,0,4799,61,4,153
32360,0,5001,11,1,2
32361,0,1324,69,8,28
32363,0,503,57,4,47
32367,0,6805,70,8,157
32371,3,340,15,27,6
32374,0,14563,78,20,330
32378,0,787,36,1,75
32388,0,891,63,12,44
32389,0,79,15,3,14
32391,0,1081,57,2,91
32392,0,44,18,3,13
32412,0,16,9,1,9
32418,0,3316,79,9,86
32419,0,1008,53,3,32
32421,0,5998,70,7,108
32431,0,483,49,4,36
32434,0,1064,58,10,54
32439,5,267,41,1,13
32454,0,4266,81,10,121
32463,0,16,9,1,9
32468,0,813,56,3,29
32469,0,1875,64,8,226
32477,0,6301,67,8,123
32489,0,24,5,2,9
32494,0,27,12,1,4
32495,0,142,21,3,20
32498,0,775,56,1,64
32500,5,8750,54,12,23
32501,4,7225,94,36,124
32516,0,48,14,1,3
32525,5,4,1,4,1
32526,5,5595,79,15,182
32527,5,20544,130,49,409
32529,0,1080,59,6,88
32534,3,9876,87,45,101
32535,3,7611,95,37,123
32536,3,12403,94,61,141
32561,0,13781,62,15,43
32568,0,11314,99,17,223
32572,0,1374,58,3,42
32583,0,44,18,3,13
32595,0,852,39,2,65
32602,0,650,37,2,61
32612,0,24,8,1,2
32615,0,70,23,3,15
32618,0,6746,66,14,91
32635,0,9451,100,18,140
32642,0,22,11,1,9
32646,0,16,9,1,9
32648,0,5014,99,14,129
32661,0,123,24,1,11
32665,0,43,18,3,14
32670,3,10766,97,59,187
32690,0,16,9,1,10
32691,1,1931,45,22,41
32692,1,1215,76,7,94
32703,0,50,19,1,12
32711,0,1081,56,3,32
32724,2,5016,64,42,75
32744,0,1174,40,2,50
32750,0,1851,65,5,46
32771,0,8638,88,26,233
32777,0,78,5,2,3
32781,0,753,20,1,5
32790,0,14745,106,40,198
32798,0,25824,144,56,420
32805,0,591,53,4,33
32811,0,4060,72,9,59
32821,0,61,23,4,11
32832,0,5001,11,1,5
32837,0,491,25,1,27
32839,0,68,15,1,6
32842,0,1361,67,4,93
32846,0,20125,70,24,173
32851,0,15186,129,27,323
32856,5,462,33,1,12
32857,5,2626,63,3,29
32859,0,22865,144,48,745
32876,0,68,26,2,11
32883,0,15486,68,27,88
32884,0,156,14,1,5
32906,5,40,9,2,4
32911,0,47,9,1,4
32918,0,5001,28,2,71
32920,5,12464,73,12,82
32921,5,1168,55,13,80
32922,5,257,32,1,12
32923,5,3560,93,8,50
32953,0,491,25,1,27
32974,5,6818,73,5,45
32975,5,496,53,2,48
32976,5,10128,91,18,78
32989,3,4108,65,8,44
32990,5,81,14,3,8
32991,5,6830,70,6,98
33000,0,1229,57,3,40
33004,2,48,9,3,3
33005,3,4030,75,21,49
33007,0,37,16,2,13
33028,3,480,37,8,33
33029,5,18729,76,38,236
33030,5,3241,78,4,115
33031,5,2378,67,8,37
33033,0,668,57,6,60
33042,0,5001,27,1,8
33044,0,5772,56,6,151
33048,0,1199,64,6,51
33052,0,295,35,2,75
33053,0,1246,62,6,52
33058,0,3913,92,18,143
33073,0,44,18,3,13
33079,0,5426,67,27,117
33082,0,15100,113,17,359
33090,0,9535,66,6,48
33093,0,2079,46,1,95
33124,0,2142,35,3,99
33144,0,3885,67,3,49
33155,0,969,53,4,43
33167,0,44,18,3,13
33173,0,206,38,2,15
33187,1,481,45,6,22
33188,2,268,30,1,11
33189,2,1008,29,4,10
33192,0,6,5,1,1
33208,5,4,1,4,1
33214,2,54866,112,161,453
33223,0,5001,10,1,22
33225,0,122,24,1,12
33230,0,1155,56,4,30
33261,1,1420,45,17,34
33266,0,49,16,1,5
33273,0,9466,74,7,77
33282,0,5001,48,2,82
33284,0,44,18,3,13
33285,0,4938,65,22,138
33293,0,141,10,1,2
33300,5,42012,63,52,29
33304,0,946,49,7,33
33311,0,653,36,1,71
33314,0,23,9,1,3
33318,0,5001,79,11,74
33326,0,249,24,1,16
33336,0,9604,62,10,39
33340,0,2584,54,4,242
33348,0,1011,52,3,31
33351,5,2951,65,4,85
33361,0,45,18,3,13
33365,0,4443,80,7,54
33369,0,1355,52,6,105
33377,0,11230,108,36,188
33383,0,8755,103,23,153
33389,0,21,5,2,2
33390,0,120,24,1,11
33402,0,4624,46,12,198
33457,0,448,37,1,57
33485,5,34,15,1,6
33500,0,190,27,1,11
33514,0,164,15,2,6
33525,0,1034,57,3,26
33537,0,90,25,3,20
33538,3,8373,57,23,29
33553,0,834,39,2,65
33555,0,1561,70,2,104
33560,0,661,1,1,1
33563,5,280,15,4,9
33564,5,6708,61,4,45
33565,5,7034,62,4,54
33591,0,3929,79,5,124
33601,0,5001,76,6,57
33602,1,2145,61,18,20
33610,5,23389,85,18,122
33611,5,20298,73,15,114
33612,5,8413,54,11,22
33616,0,1980,41,1,78
33624,0,44,18,3,13
33626,0,11930,93,13,166
33627,0,144,24,3,18
33633,0,3572,74,10,90
33645,0,40,14,3,13
33646,0,44,18,3,13
33648,0,59,18,1,4
33654,0,5001,58,3,39
33656,0,948,63,5,39
33673,0,1572,50,4,82
33681,0,72,17,3,14
33696,0,871,53,3,29
33698,0,138,24,4,11
33706,0,122,24,1,11
33718,0,79,17,3,14
33726,0,3918,55,2,54
33733,0,1440,40,2,34
33745,0,2133,62,3,206
33746,0,44904,101,81,455
33748,0,15120,67,15,215
33751,0,43,18,3,14
33772,0,5001,57,4,38
33776,0,264,13,1,5
33785,0,4046,65,4,35
33800,0,344,33,1,72
33811,0,29002,80,29,184
33826,0,243,24,2,11
33864,0,210,38,2,15
33880,0,3363,94,13,327
33886,5,6109,54,9,21
33889,0,496,50,1,93
33901,0,44,18,3,13
33907,0,12429,113,23,516
33922,0,5001,54,3,22
33933,0,119,21,1,33
33938,0,1240,62,5,52
33942,0,865,48,7,32
33950,0,6425,58,6,138
33954,0,1243,58,4,31
33965,0,324,37,1,45
33966,0,7998,97,52,179
33972,5,647,12,4,4
33973,5,8351,66,8,201
33974,5,37810,108,290,242
33975,1,462,45,6,21
33977,1,1909,45,23,38
33978,0,3291,52,18,140
33981,0,204,41,2,25
33986,0,322,23,7,7
33987,0,4866,88,14,127
34000,0,3873,67,3,49
34011,0,44,18,3,13
34012,1,1924,45,25,40
34013,1,438,22,4,17
34021,0,5001,84,11,92
34026,0,166,36,2,10
34035,0,1743,73,11,106
34056,0,5001,60,1,315
34060,0,44,15,1,3
34061,0,284,47,4,15
34068,0,2432,43,2,34
34080,0,197,23,5,6
34085,0,16,9,1,10
34100,5,261,27,3,14
34116,0,185,31,3,24
34117,0,838,53,3,29
34118,5,3,1,3,1
34119,5,257,32,1,12
34126,0,3440,67,12,82
34173,0,236,27,2,15
34183,0,2917,66,8,70
34187,0,2680,80,12,95
34190,0,245,24,2,11
34201,0,5001,58,4,58
34209,5,8902,47,9,131
34219,0,55,21,1,5
34228,0,232,37,4,16
34250,0,391,24,1,16
34266,0,49,12,1,10
34271,0,102,17,1,8
34272,5,3624,66,5,41
34273,5,7582,30,23,21
34274,5,342,28,3,17
34285,0,63,14,1,6
34313,0,51,8,1,6
34320,0,120,24,1,11
34321,0,7214,95,28,128
34342,0,3447,82,12,88
34350,0,91,20,1,5
34356,0,1962,69,10,110
34366,0,31,10,1,7
34368,0,52,20,2,5
34369,5,22333,83,12,112
34379,0,644,23,1,13
34387,0,5724,78,5,133
34400,0,20004,68,22,554
34404,5,2226,63,3,87
34405,5,23335,103,71,165
34411,5,4,2,2,1
34412,5,27220,122,38,538
34413,5,3723,67,3,93
34430,0,1878,50,8,24
34432,0,329,37,1,45
34446,0,25,13,1,9
34466,0,16,9,1,9
34468,0,34,13,1,4
34479,0,2534,71,2,123
34480,0,16,9,1,9
34483,0,22,11,1,9
34485,0,825,66,3,107
34487,5,2723,55,3,25
34488,5,29937,135,55,491
34507,0,421,37,2,81
34517,5,906,44,7,26
34524,5,15003,13,3,6
34525,5,624,42,8,20
34526,5,27090,73,20,68
34527,5,7014,85,7,94
34529,0,327,37,1,45
34530,0,576,40,2,15
34545,0,5001,85,6,211
34576,0,3,2,1,1
34610,0,5267,56,7,63
34618,5,215564,147,356,1085
34621,0,3207,81,10,67
34625,0,57,11,1,3
34628,0,537,45,1,48
34633,0,48727,153,160,601
34637,0,2908,49,2,84
34661,0,2350,68,2,106
34689,0,39,7,1,3
34695,0,121,24,1,11
34720,0,10424,79,10,105
34726,0,43,18,3,14
34728,0,40,14,3,13
34734,2,4495,61,20,60
34735,0,27,11,1,3
34758,0,1057,62,5,46
34763,0,249,35,1,31
34777,0,1288,58,3,37
34789,0,106,21,2,7
34790,0,22,11,1,9
34795,0,22,11,1,9
34799,0,5001,74,3,78
34811,0,360,36,1,56
34816,0,5001,62,3,1033
34823,0,8845,50,8,39
34825,0,4840,63,5,34
34829,0,1705,43,1,95
34831,0,1160,60,6,45
34835,5,136,15,4,6
34836,5,2770,63,7,346
34840,0,2149,50,15,14
34846,0,12901,70,16,149
34851,0,11554,135,33,402
34886,5,40,20,1,9
34887,5,13538,68,10,131
34888,5,6919,96,10,197
34897,0,42,17,1,5
34901,0,28,10,2,4
34902,0,300,31,2,50
34904,0,33,13,1,7
34922,5,23989,66,35,168
34923,5,2,2,1,1
34924,5,2,1,2,1
34927,5,626,41,3,12
34935,3,10068,80,49,87
34936,5,5001,60,4,141
34937,5,40752,70,24,148
34945,1,73,22,1,11
34950,0,7673,70,8,194
34952,0,5001,83,16,120
34956,0,5001,57,3,29
34961,0,60,12,1,4
34974,0,87,21,2,19
34987,0,65,9,1,5
34988,0,735,52,4,58
34989,0,654,37,2,61
34998,5,21559,66,21,52
35003,0,44,18,3,13
35006,0,1919,64,6,48
35007,0,1850,55,2,125
35021,2,522,29,2,10
35022,2,34208,90,63,185
35023,5,5001,58,2,155
35024,5,10480,93,57,136
35025,5,2,2,1,1
35026,5,3,1,3,1
35048,0,118,24,1,11
35066,0,227,35,5,12
35075,0,59,21,1,7
35098,0,21,8,1,3
35102,0,2900,28,1,15
35104,0,20,13,1,9
35107,0,6299,92,21,79
35109,0,86,26,1,7
35119,0,122,24,1,12
35123,0,86,10,1,5
35131,0,44,18,3,13
35135,0,1245,62,6,51
35152,0,23,12,1,2
35155,0,44,18,3,13
35158,0,43,18,3,14
35165,0,2443,65,12,61
35170,0,327,37,1,45
35174,0,14856,70,16,183
35177,0,1116,59,4,36
35204,0,120,24,1,11
35218,0,22,11,1,9
35220,0,2263,55,3,53
35222,0,2147,62,12,55
35232,0,90,12,1,5
35250,0,16,5,2,2
35251,0,15,11,1,4
35253,5,2197,54,6,22
35254,5,13674,116,21,315
35255,5,8194,90,26,67
35267,0,291,37,4,20
35273,0,5001,57,3,38
35286,0,1210,57,8,185
35294,0,2846,76,5,115
35295,5,462,33,1,12
35296,5,5,1,5,1
35297,5,27208,75,20,132
35310,0,13,7,2,2
35316,0,850,54,3,23
35322,0,5001,51,1,132
35323,0,10002,98,17,396
35335,0,6884,53,33,59
35365,0,1929,29,1,17
35381,0,372,37,1,75
35384,0,7689,77,10,425
35399,0,9563,85,8,52
35400,0,888,37,2,59
35405,0,27,10,1,4
35423,0,4650,62,5,32
35434,0,156,25,1,17
35439,5,10119,59,12,83
35440,5,3,1,3,1
35457,0,2773,76,13,63
35458,0,1051,62,6,46
35466,0,185,23,2,6
35467,0,303,34,1,28
35470,0,42,15,3,13
35475,0,5276,51,6,64
35476,0,44,18,3,13
35478,0,11107,109,15,215
35482,5,1191,66,2,29
35483,5,8,2,4,1
35484,0,155,16,1,13
35500,0,3112,80,12,94
35501,0,15003,55,7,26
35511,5,5431,45,8,20
35512,3,1541,45,4,77
35531,0,5504,82,8,109
35532,3,17541,97,77,195
35533,3,10120,99,53,126
35535,0,16,9,1,9
35553,0,40,14,3,13
35560,0,141,21,1,13
35561,2,335,34,1,11
35562,2,1504,37,2,14
35565,0,10002,71,6,57
35584,0,843,46,2,43
35605,0,1681,63,4,49
35610,5,21591,116,199,292
35611,5,2201,51,3,19
35613,0,1024,53,13,30
35616,0,157,24,3,15
35622,0,1886,43,4,117
35630,1,5001,54,1,145
35635,0,1867,60,5,47
35645,0,219,28,9,19
35656,0,2921,79,9,105
35661,0,41,20,1,9
35669,0,4297,90,12,98
35673,0,2271,48,2,51
35694,0,2540,62,12,63
35704,0,56,18,3,13
35724,0,2038,78,3,72
35731,0,43,18,3,14
35734,5,265,31,6,13
35735,5,6100,94,22,188
35736,5,2651,56,5,26
35741,0,2045,55,2,54
35745,0,99,23,2,15
35757,0,25,11,1,3
35758,0,44,18,3,13
35779,5,4292,64,4,117
35780,3,15385,97,67,231
35781,5,2136,56,3,18
35782,0,25005,48,8,135
35786,5,6832,118,12,185
35787,5,2480,31,4,150
35817,0,22,11,1,9
35828,0,44,18,3,13
35838,0,829,53,3,29
35839,1,480,45,6,22
35849,0,80,25,1,7
35855,5,11143,74,35,71
35860,5,1897,44,3,22
35861,5,5771,91,17,193
35862,5,2370,66,4,35
35863,5,7212,32,8,18
35864,5,3172,25,8,31
35876,0,3175,77,11,65
35880,0,1945,64,5,45
35886,0,40008,133,63,645
35895,5,1961,65,2,52
35896,5,15003,53,6,285
35897,5,1422,55,2,15
35899,0,40,14,3,13
35906,0,45,18,3,13
35908,0,5001,74,7,182
35913,0,240,18,2,4
35914,0,51,18,3,13
35915,2,5001,11,1,5
35917,0,350,37,1,54
35926,0,1171,66,6,49
35951,0,198,12,11,12
35961,0,5001,105,7,212
35979,0,299,44,3,25
36018,5,7398,37,12,18
36019,5,3,1,3,1
36024,0,5002,90,11,72
36029,0,16,9,1,9
36042,0,2198,72,3,103
36043,0,103,29,3,24
36044,0,133,19,1,8
36052,5,11138,113,114,200
36053,5,6838,73,5,45
36054,5,19847,102,191,215
36055,5,23425,107,89,321
36060,0,384,42,2,19
36079,0,857,60,4,54
36088,0,74,16,1,6
36090,0,120,19,1,8
36091,0,981,42,4,30
36096,0,354,36,1,56
36105,0,20,13,1,9
36107,5,4202,64,6,36
36108,5,462,33,1,12
36109,5,13483,68,10,130
36126,5,4893,102,8,92
36127,5,12461,79,26,94
36137,1,1884,45,24,41
36138,0,15,9,1,3
36153,0,8226,80,19,66
36167,0,53,18,3,13
36168,0,5001,60,4,39
36169,0,160,32,2,22
36182,0,45,18,3,13
36207,0,239,24,2,11
36214,0,322,37,1,43
36227,0,2114,62,8,69
36229,0,58,12,1,6
36234,3,4016,73,18,46
36235,4,195,34,3,17
36236,3,30168,41,15,25
36244,5,5001,54,1,167
36251,0,38100,96,57,167
36258,5,1854,29,3,121
36265,0,102,13,1,6
36266,0,330,37,1,45
36275,0,91,18,1,11
36279,0,372,30,4,30
36281,0,878,41,2,65
36284,2,224,20,4,4
36285,2,80,9,5,3
36289,5,21343,86,55,166
36290,5,6842,72,4,122
36291,3,5502,71,29,58
36294,0,43,18,3,14
36295,2,1324,34,4,12
36296,1,2860,45,24,41
36305,0,804,25,6,5
36317,0,2816,80,12,90
36319,0,60,22,1,12
36320,0,43,18,3,14
36326,0,10002,103,10,187
36328,0,1712,62,12,43
36330,0,3433,58,1,261
36354,0,169,37,2,10
36369,0,10002,64,6,84
36370,0,3051,81,12,108
36386,0,44,18,3,13
36388,0,1135,48,2,99
36390,5,5496,42,9,24
36396,0,3219,79,9,85
36409,5,6148,47,8,24
36410,5,6412,57,6,187
36414,0,110,21,3,19
36418,0,998,57,3,32
36426,5,8961,59,11,60
36427,5,1515,30,4,12
36429,0,23,11,1,9
36441,0,686,45,3,29
36442,5,8,2,4,1
36443,5,19888,104,35,149
36444,5,102,15,3,6
36453,0,759,34,2,20
36459,0,6235,73,9,1200
36464,0,36,9,2,2
36476,0,370,29,3,70
36488,0,182,21,2,7
36495,0,437,34,1,36
36501,0,16,9,1,9
36509,0,16,9,1,9
36534,0,9234,102,42,185
36542,0,91132,134,213,1837
36553,3,16864,93,61,144
36554,2,9999,40,34,18
36567,0,61,10,1,5
36575,0,5001,59,4,64
36583,0,44,18,3,13
36586,0,740,47,3,67
36588,0,512,50,3,79
36595,0,2085,61,4,44
36604,0,19,10,1,2
36607,0,4216,35,6,19
36635,0,5001,77,5,59
36647,0,43,18,3,14
36671,5,6810,120,11,191
36695,5,102,15,3,6
36696,5,5001,16,2,4
36697,5,2,2,1,1
36699,0,28,11,1,3
36706,2,11236,39,33,17
36708,0,434,19,1,11
36716,0,245,24,2,11
36736,0,1250,62,6,52
36740,5,3609,60,21,148
36741,2,268,30,1,11
36742,3,19878,103,99,287
36743,5,4,1,4,1
36744,5,26476,86,81,190
36749,0,9459,68,5,55
36760,5,257,32,1,12
36763,0,42,13,1,4
36789,0,282,46,5,17
36792,0,2039,62,5,56
36795,0,44,18,3,13
36808,0,116,10,2,4
36820,5,10598,97,51,131
36821,5,10689,105,86,89
36822,5,7305,70,12,57
36823,5,7026,64,17,241
36832,2,52940,48,83,69
36835,0,5039,60,4,182
36839,0,199,27,3,13
36841,0,24,8,2,3
36844,0,86,21,2,13
36847,0,119,24,1,11
36854,0,16,9,1,9
36855,2,1072,18,4,6
36856,2,1324,34,4,12
36860,0,1497,53,16,30
36863,0,4248,69,35,292
36867,5,2316,59,3,47
36868,5,2295,59,16,83
36869,5,5001,85,10,147
36880,0,3095,49,13,17
36882,0,3254,51,2,43
36896,2,48,9,3,3
36897,2,7965,85,25,74
36900,0,10344,106,14,165
36911,0,42,15,3,13
36914,0,5001,57,6,48
36915,0,1216,57,3,40
36916,0,210,32,3,25
36925,0,44,18,3,13
36928,5,5946,50,4,227
36929,5,8,2,4,1
36930,5,190,21,9,5
36933,1,219,22,3,15
36934,1,474,45,6,22
36954,0,121,24,1,12
36969,5,1817,32,2,12
36970,5,2382,66,4,34
36971,0,73,15,3,15
36975,3,256,38,4,23
36976,2,270,31,1,11
36987,0,1927,74,11,28
36998,5,10575,108,86,134
36999,5,7070,59,9,68
37000,5,4840,66,8,46
37001,5,180,18,3,6
37003,0,1058,4,1,3
37006,0,112,24,2,5
37012,0,5001,54,4,105
37031,0,17858,138,43,486
37032,0,10236,98,17,203
37055,0,6809,79,19,137
37070,5,25119,85,21,122
37071,5,2032,39,3,15
37085,5,257,32,1,12
37086,5,15099,100,74,191
37095,0,254,24,1,68
37100,5,3426,92,6,50
37101,5,2,1,2,1
37102,5,3301,85,7,55
37103,0,2083,74,8,46
37115,0,1308,27,1,27
37117,0,5001,68,5,183
37125,0,39,13,1,4
37129,0,43,18,3,14
37137,0,109,21,1,7
37152,0,4909,51,2,48
37156,0,440,55,7,20
37160,0,1678,60,2,144
37171,0,62,18,3,15
37179,0,90,11,1,3
37182,0,21,8,1,3
37186,0,3137,85,12,92
37191,0,123,24,1,11
37205,0,4755,63,5,47
37213,0,120,24,1,12
37216,3,6056,80,34,61
37217,2,538,31,2,11
37218,0,900,43,2,47
37221,0,1201,64,6,51
37222,0,454,41,1,46
37226,0,312,30,4,7
37229,5,10137,93,46,134
37230,5,27312,120,38,533
37231,5,5683,39,9,19
37232,0,44,18,3,13
37248,0,794,50,2,75
37257,1,481,45,6,21
37258,1,2857,45,16,36
37259,1,5001,25,1,41
37262,0,215,17,1,9
37275,5,9208,47,11,28
37276,5,344,12,4,6
37277,0,286,42,2,46
37288,0,66,19,3,15
37293,0,29,17,1,4
37294,0,3,2,1,1
37301,0,2,2,1,2
37304,5,10046,56,20,58
37305,5,513,18,1,7
37306,5,14952,88,46,81
37307,5,135,15,1,4
37308,5,546,28,16,11
37309,5,1456,49,4,30
37314,0,14235,67,15,71
37315,0,223,19,1,16
37316,0,82,19,2,5
37319,0,95,18,3,14
37321,0,452,19,1,12
37328,0,194,24,4,6
37332,5,3,1,3,1
37333,5,2,2,1,1
37334,5,306,26,2,9
37339,0,38,13,1,3
37344,0,44,18,3,13
37349,0,652,37,2,61
37354,2,9732,37,27,20
37362,0,473,23,3,21
37373,0,378,18,3,14
37388,0,44,14,1,5
37401,0,2128,63,8,55
37416,0,6316,70,8,129
37420,0,3465,35,11,62
37428,0,4026,82,59,66
37439,0,221,39,2,22
37443,0,2330,65,9,63
37457,0,86,25,3,21
37460,0,2172,49,4,96
37475,2,612,30,3,10
37476,1,482,45,6,23
37488,0,550,44,2,30
37496,0,9557,65,6,58
37502,0,240,39,2,20
37517,0,133518,177,228,2298
37527,5,12719,63,16,57
37533,0,20121,109,18,203
37543,0,10002,97,18,384
37579,0,3066,78,9,83
37588,0,10078,79,13,311
37607,0,328,37,1,45
37609,0,43,18,3,14
37619,0,9517,64,6,55
37636,0,1048,64,6,44
37639,0,5001,9,1,8
37662,0,15,7,1,2
37665,5,3768,65,5,33
37666,5,2692,63,13,117
37667,5,3520,93,9,95
37668,5,28,14,1,8
37669,5,6187,64,9,44
37673,0,44,18,3,13
37678,0,74,13,2,10
37695,0,121,24,1,12
37708,2,3483,54,22,57
37709,3,13043,96,58,153
37710,3,6298,76,29,56
37749,5,285,26,8,6
37750,5,897,49,3,89
37760,0,761,53,8,53
37774,0,1365,59,3,37
37789,0,15003,65,9,75
37799,0,15167,132,25,377
37817,0,44,15,1,9
37821,5,2,2,1,1
37822,5,4,1,4,1
37829,0,10002,65,3,145
37834,0,11,7,1,1
37841,0,29,11,1,4
37845,0,68,26,1,4
37851,0,151,15,1,13
37859,0,727,57,6,56
37864,0,576,39,2,37
37877,0,7102,95,15,103
37888,0,127,23,1,13
37890,0,44,18,3,13
37893,0,1589,64,8,56
37897,0,1122,52,7,34
37901,0,1350,60,8,45
37903,0,392,10,2,4
37914,5,3573,66,6,39
37915,5,15557,62,12,129
37916,5,28,15,1,5
37917,5,11498,62,8,83
37920,0,323,21,1,9
37921,0,24,5,2,2
37929,0,86,10,1,5
37934,0,16,9,1,9
37938,0,40,14,3,13
37946,0,16,9,1,9
37964,0,677,44,4,34
37966,0,13022,76,8,858
37971,0,24,9,1,4
37993,0,1178,51,7,40
38006,0,929,28,1,11
38011,0,9448,72,7,61
38012,0,221,32,1,34
38031,0,205,12,1,5
38033,0,1278,69,6,27
38034,0,26874,73,10,229
38044,0,49,18,3,14
38051,0,98,10,2,4
38052,0,162,36,2,10
38058,0,5001,63,3,122
38066,5,10002,73,2,48
38067,5,280,15,4,9
38082,0,597,51,3,44
38093,5,6836,35,3,10
38099,0,5001,89,16,100
38116,0,1050,62,6,46
38126,0,7240,86,20,78
38127,0,1076,58,6,43
38128,0,199,26,1,34
38130,0,5001,42,4,47
38160,0,41,19,1,5
38172,0,120,24,1,11
38178,0,444,35,1,75
38193,0,9200,64,4,40
38210,0,1958,62,4,50
38228,0,10002,68,3,159
38238,0,1343,64,31,87
38258,5,13,5,2,2
38259,5,34499,56,202,445
38272,0,16,9,1,9
38277,0,10002,25,10,65
38278,5,2315,53,3,39
38279,5,395,41,3,39
38280,5,4,1,4,1
38307,0,2190,40,4,16
38317,0,759,55,3,21
38322,5,5001,60,4,141
38323,5,5260,71,8,50
38324,5,345,41,1,14
38325,5,257,32,1,12
38327,0,89,22,1,20
38338,3,11534,93,55,138
38339,3,13027,95,60,167
38340,2,268,30,2,11
38343,0,39,17,1,10
38348,5,17692,84,51,108
38349,5,19977,33,18,28
38351,0,443,35,1,73
38356,0,1090,24,1,12
38357,3,10557,95,49,135
38358,4,16508,93,80,188
38359,5,4861,102,8,90
38362,0,38,16,1,11
38385,0,42,13,1,3
38391,0,266,37,4,17
38400,0,5001,70,9,276
38409,0,40,13,2,4
38415,5,3668,35,6,14
38446,1,1751,45,24,40
38447,1,480,45,6,20
38448,0,203,28,3,26
38470,0,478,17,1,14
38487,0,43,18,1,15
38488,0,1055,63,4,46
38505,0,40,13,1,6
38518,0,1198,64,6,51
38527,0,772,49,2,67
38534,5,25269,33,23,32
38535,5,20004,30,4,697
38536,5,135,15,1,4
38545,2,824,30,4,10
