file_id,api_seq_1,api_seq_2,api_seq_3,api_seq_4,api_seq_5,api_seq_6,api_seq_7,api_seq_8,api_seq_9,api_seq_10,api_seq_11,api_seq_12,api_seq_13,api_seq_14,api_seq_15,api_seq_16,api_seq_17,api_seq_18,api_seq_19,api_seq_20,api_seq_21,api_seq_22,api_seq_23,api_seq_24,api_seq_25,api_seq_26,api_seq_27,api_seq_28,api_seq_29,api_seq_30,api_seq_31,api_seq_32,api_seq_33,api_seq_34,api_seq_35,api_seq_36,api_seq_37,api_seq_38,api_seq_39,api_seq_40,api_seq_41,api_seq_42,api_seq_43,api_seq_44,api_seq_45,api_seq_46,api_seq_47,api_seq_48,api_seq_49,api_seq_50,api_seq_51,api_seq_52,api_seq_53,api_seq_54,api_seq_55,api_seq_56,api_seq_57,api_seq_58,api_seq_59,api_seq_60,api_seq_61,api_seq_62,api_seq_63,api_seq_64,api_seq_65,api_seq_66
17969,1936,0,184,156,11,0,0,1,0,9,104,4,12,104,0,0,15,12,31,0,1,8,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,67,0,0,0,0,0,0,0,0,108,0,6,0,0,0,0,0,140,35,85,0,0,0,0,0,0,0,0
17976,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17979,0,0,100,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
17991,1939,0,7,269,234,0,0,3,2,9,104,3,13,105,0,0,15,12,35,0,1,0,0,0,0,0,0,0,3,0,0,0,0,9,0,1,0,0,69,0,0,0,0,0,0,0,0,108,0,6,0,0,0,0,0,140,35,0,0,0,0,0,0,0,0,0
18002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18009,5,0,21,27,19,0,0,80,2,0,0,66,0,4,0,4,14,1,1,0,2,1,0,0,0,0,0,2,14,47,0,0,0,0,11,5,0,0,0,7,1,1,0,1,0,0,0,3,3,2,0,0,0,0,11,3,22,4,0,0,0,0,0,0,0,0
18045,5,0,343,2,0,0,0,16,0,5,3,17,5,3,11,0,7,6,5,4,7,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,0,0,1,2,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18049,14,0,1575,19,683,2555,0,22,18,0,0,110,5,1,0,6,36,6,0,0,30,22,0,0,0,0,0,21,12,144,0,0,0,0,0,11,0,0,0,5,4,2,0,0,0,0,0,3,3,5,0,0,0,0,0,2,0,0,0,0,0,566,0,0,0,0
18050,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18051,0,0,1,0,0,0,0,3,0,0,0,48,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18064,1,0,26,0,14,0,0,2,0,0,0,7,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,0,0,15,44,689,0,0,2,0,0,0,8,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,24,0,39,0,0,0,26,0,0,0,0,19,27,36,0,0,0,30,18,0,0,0,1,3,0,0,0,0,0,0,0,0,0
18069,1938,0,12,152,0,0,0,0,0,9,104,2,13,104,0,0,15,12,34,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,69,0,0,0,0,0,0,0,0,108,0,6,0,0,0,0,0,140,87,0,0,0,0,0,0,0,0,0
18076,4,0,118,4,2,0,0,8,0,0,0,26,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,2,1,0,0,0,0,110,0,0,0,0
18086,742,0,660,6,0,0,0,60,0,0,26,66,95,12,0,2,784,77,0,0,390,18,0,0,0,0,2,108,6,0,0,0,0,48,6,82,0,0,0,0,20,10,0,2,0,0,0,73,73,95,0,0,1,0,0,37,3,6,0,6,0,0,0,0,0,0
18089,12,0,38,0,128,0,0,11,0,0,0,8,10,0,0,0,0,8,23,0,0,0,0,0,0,0,0,18,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,6,2,4,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,7,0,85,12,0,0,0,12,0,0,0,1,5,1,0,1,1,6,8,0,1,1,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
18101,0,0,348,0,0,0,0,0,15,0,0,72,0,0,0,5,5,0,0,0,0,22,0,0,0,0,0,56,5,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18122,0,0,215,0,0,0,0,0,0,3,0,59,2,0,1,0,0,2,1,10,12,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
18124,23,0,160,44,43,0,0,27,0,1,1,56,2,1,0,0,56,3,0,0,23,2,0,0,0,0,0,7,5,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,4,0,0,5,3,5,0,0,0,0,4,10,2,0,0,0,0,0,0,0,0,0
18132,7,0,73,6,0,0,0,31,0,0,0,0,3,1,0,0,6,5,14,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0
18139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,0,0,12,0,0,0,0,48,0,0,0,100,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18181,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18201,0,6278,16,0,0,0,0,9,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18202,104,0,51,354,0,0,0,29,2,15,166,196,20,45,58,0,107,67,16,0,206,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,57,69,0,0,1,0,4,164,1,2,0,0,0,0,0,0,0,0
18206,1938,0,3,691,0,0,0,1,0,9,104,0,13,104,0,0,15,12,33,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,69,0,0,0,0,0,0,0,0,108,0,6,0,0,0,0,0,140,35,0,0,0,0,0,0,0,0,0
18214,0,0,90,0,4,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
18215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18223,0,0,240,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18224,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18237,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
18253,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18255,16,0,3,4,0,0,0,1,0,0,0,6,1,0,0,0,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18258,0,0,13,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18267,1,0,91,0,6,0,0,24,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
18273,7,0,73,6,0,0,0,32,0,0,0,0,3,1,0,0,6,5,14,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0
18309,7,0,88,3,0,0,0,11,0,0,0,1,5,1,0,1,1,6,8,0,1,1,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
18316,74,0,671,4,2320,0,0,17,0,11,16,3,14,15,3,0,48,9,52,9,24,2,0,0,0,0,0,28,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,12,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0
18317,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18328,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18340,7,0,131,12,13,0,0,135,0,0,0,1,3,1,0,0,1,6,13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0
18347,7,0,72,6,0,0,0,8,0,0,0,1,3,1,0,0,1,4,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
18359,74,0,1439,23,17,0,0,25,0,11,0,43,0,6,4,11,65,0,0,0,66,5,2,0,0,0,0,71,19,42,0,0,0,0,5,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,18,4,1,2,0,123,99,120,90
18410,7,0,0,0,22,0,12,0,0,6,3,15,5,3,6,0,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,61,14,15,14,2,0,3,13,15,0,0,1,3,1,0,0,0,0,0,0,0,0,0
18424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18433,16,0,49,42,0,0,0,13,0,16,9,507,6,6,16,1162,49,3,10,0,49,2,0,0,0,0,0,0,478,0,0,0,166,1,4,0,0,0,0,1,0,0,0,0,0,0,0,10,10,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
18436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18444,0,0,2,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18445,1938,0,3,359,0,0,0,2,4,9,104,0,13,104,0,0,15,12,34,0,1,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,69,0,0,0,0,0,0,0,0,108,0,7,0,0,0,0,0,140,35,0,0,0,0,0,0,0,0,0
18468,1,0,46,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
18473,757,0,445,8,0,0,0,65,0,0,26,145,96,13,2,5,800,79,3,0,394,18,0,0,0,0,0,103,10,0,0,0,0,50,12,82,0,0,1,7,16,6,0,2,0,0,0,78,78,97,0,0,1,0,0,42,3,6,0,6,0,0,0,0,0,0
18474,750,0,361,26,0,0,0,20,0,0,26,179,92,18,0,8,812,81,0,0,449,70,0,0,0,0,0,52,12,0,0,0,0,54,6,82,0,0,0,6,20,6,0,2,0,0,0,77,77,92,0,0,1,0,1,43,4,26,0,6,0,0,0,0,0,0
18475,0,0,55,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18485,17,0,5081,11,246,0,117,7,2,2,3,80,10,11,3,7,119,6,8,0,41,0,2,0,0,0,0,31,0,2,0,0,0,2,7,18,0,0,0,7,2,2,0,299,102,156,156,51,33,13,129,129,6,8349,0,23,1,16,114,0,19,0,191,42,172,46
18486,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18502,29,0,814,0,311,13,0,2334,0,10,1,8,3,2,6,0,0,4,5,0,0,8,0,0,0,0,0,4,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,26,6,1,3,3,6,23,0,1012,0,2,1,12,0,0,0,0,0,0,0,0
18528,3,0,0,0,0,0,0,0,0,0,0,154,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18543,618,0,193,15,219,22,127,67,0,2,18,175,1,3,1,22,817,13,11,0,439,26,0,0,0,0,0,61,23,0,0,0,0,46,33,63,0,1,0,10,19,8,0,371,112,151,150,25,52,18,133,133,11,0,0,52,0,0,0,7,0,0,0,0,0,0
18545,8968,0,95,3464,0,0,0,30,0,591,850,54,844,589,362,0,254,569,178,0,38,20,0,0,0,0,0,25,0,0,0,0,0,8,0,1,0,0,72,9,3,2,0,0,0,0,0,179,166,400,0,0,0,0,6,184,9,0,0,1,0,0,0,0,0,0
18548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
18555,0,0,1,0,23,0,0,1,0,0,0,2,6,0,0,0,1,6,10,0,0,0,0,0,0,0,0,0,1,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18568,7,0,71,4,0,0,0,33,0,0,0,1,3,1,0,0,5,5,13,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,2,2,0,28,0,0,0,0,0,0,0,0
18569,140,0,0,0,0,0,0,0,0,147,8,1,153,12,137,2,14,157,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,41,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
18585,332,0,0,0,7,0,0,0,0,345,24,2,344,17,331,0,26,337,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,68,53,54,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
18586,2,0,9,0,2,0,0,0,0,0,0,9,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
18591,0,0,55,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18592,0,0,55,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18593,4,0,54,0,0,0,0,8,0,0,0,89,3,0,0,1,5,4,0,0,4,13,0,0,0,0,0,2,1,0,0,0,0,2,0,1,379,0,0,16,15,15,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18615,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18621,7,0,128,0,15,577,0,17,0,2,2,3,2,3,2,0,0,2,70,0,0,0,0,0,0,0,0,20,1,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18625,4,0,54,0,0,0,0,8,0,0,0,89,3,0,0,1,5,4,0,0,4,13,0,0,0,0,0,2,1,0,0,0,0,2,0,1,379,0,0,16,15,15,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18626,0,0,55,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18651,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18688,1652,0,64,0,549,0,0,1,0,16,89,6,18,91,0,0,65,16,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,16,41,12,87,2,5,11,29,0,0,0,101,3,0,0,0,0,0,0,0,0,0
18696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18697,14,0,180,6,176,0,676,26,6,6,4,13,20,1,0,0,32,16,7,6,0,0,0,0,0,0,0,1,0,79,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,21,1,2,0,0,0,0,0,0,0,0,0
18703,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18730,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18739,54,0,89,0,22,0,0,1,0,0,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,92,0,0,0,0
18749,7,0,86,3,0,0,0,59,0,0,0,1,5,1,0,1,5,6,8,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
18750,1,0,3,0,12,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18797,2,0,8,0,0,0,0,14,0,0,0,46,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18801,1,0,1,0,0,0,0,1,0,0,0,30,1,0,0,1,4,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18802,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,151,0,131,0,0,0,0,0
18806,3,0,2,0,4,0,0,0,0,7,10,0,8,13,11,0,2,14,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,1,1,0,0,7,0,0,0,0,0,31,0,0,0,0
18810,55,0,38,0,11,0,0,4,0,0,3,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,49,0,0,0,0
18816,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18824,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
18826,79,0,44,0,6,634,0,30,6,23,2,18,32,1,19,0,1,27,4,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,42,50,0,0,0,0,0,0,0,0,0,0,0,17,12,9,0,0,0,0,3,16,3,0,0,0,0,106,0,0,0,0
18827,0,0,240,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18831,69,0,284,6,143,0,0,57,0,8,0,5,26,1,1,1,29,28,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,42,0,0,4,1,5,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
