file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58,apiapi_59
4307,35,74,158,25,0,62,0,27,103,14,0,0,9,0,26,10,20,15,23,0,0,16,0,19,26,0,20,10,58,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,6,6,4,2,0,0,0,0,0,3,0,44,0,0
4309,4,24,38,0,0,4,0,4,0,2,0,0,0,0,22,0,2,0,2,0,0,4,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,69,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
4312,40,140,32,2600,0,8,0,12,1441,64,2792,0,0,0,44,0,60,953,96,0,0,4,992,0,12,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,28,4,0,4,4,4,0,4,0,0,0,0,0,4,0,0,0,10498
4313,0,64,12,0,0,0,0,4,0,4,0,0,0,4,20,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,8,0,0,4,4,0,4,0,0,0,0,0,4,0,0,0,0
4314,1,103,1108,0,0,4,6,17,22,6,1,0,0,1,7,0,6,7,8,0,0,1,0,0,48,4,2,1,0,4,0,3,0,5,0,2,0,1,0,18,0,0,5,0,0,5,5,0,4,0,0,0,0,1112,3,0,23,1,0
4315,960,116,796,12,0,1088,0,640,72,4,0,0,0,0,32,0,0,12,12,0,0,68,4,0,172,0,56,36,48,0,0,0,16,0,0,12,0,4,0,4,0,84,24,0,0,40,20,12,12,0,0,4,0,0,4,0,8,0,12
4317,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,0,12,14,0,0,0,0,0,10,0,0,0,0,0,8,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4336,0,6,11,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4349,0,5,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,2,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4367,10,54,142,2,0,46,8,18,16,2,0,0,0,0,28,0,10,2,6,0,0,2,2,0,13,34,10,2,54,38,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,12,8,0,4,0,0,0,2,0,0,0,0,116,0
4383,0,20,4,0,0,0,0,1,5,1,0,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4388,35,64,139,12,0,56,0,27,88,15,0,0,9,0,25,10,17,18,24,0,0,15,0,13,20,0,10,11,58,0,0,3,0,0,0,0,0,1,0,0,0,5,1,0,0,7,7,4,2,0,0,0,0,0,3,0,38,0,0
4391,377,120,320,3,0,320,0,220,26,2,1,1,0,0,245,0,9,5,7,0,0,24,1,0,22,1,14,12,12,0,0,0,3,0,1,5,0,2,0,4,0,22,2,0,0,18,7,14,13,0,0,1,1,0,10,0,0,0,3
4403,0,16,1370,790,0,0,0,0,9,0,0,0,0,0,48,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749,0,0
4413,0,3,40,2,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,4,1,0,2,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
4414,990,827,465,676,0,419,2740,292,3435,139,734,57,603,133,52,432,111,33,42,0,254,144,25,89,89,51,143,90,27,43,7,3,3,1,3,5,0,0,7,7,34,92,5,0,0,226,197,50,214,0,0,84,4,416,31,0,6,0,149
4436,7,32,83,6,0,25,4,11,13,0,0,0,0,0,14,0,8,2,2,0,0,1,4,0,23,17,33,2,27,19,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,7,5,0,2,0,0,0,1,0,0,0,0,57,0
4442,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4444,8,37,32,10,0,32,32,18,32,4,0,0,0,0,5,0,5,13,9,0,0,1,0,0,6,15,0,1,31,17,0,0,9,32,0,0,0,0,0,0,0,7,2,0,0,6,4,0,3,0,0,0,1,0,0,0,0,0,0
4469,0,994,88,0,0,2,0,4,28,1414,0,0,0,0,60,0,0,2,948,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,42,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
4487,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,1662,1052,1160,87,0,2335,1261,1447,220,210,0,902,221,295,82,155,60,92,91,0,1653,130,1,15,261,76,150,117,120,22,0,0,25,0,5,90,0,3,0,74,0,149,35,5,0,103,41,73,78,0,0,2317,2,0,87,0,11,0,41
4489,1305,555,960,50,0,1455,2,910,168,40,0,2,0,5,110,0,20,67,55,0,3,95,0,5,145,0,85,60,60,0,0,0,20,0,5,45,0,5,0,40,0,110,20,0,0,70,25,50,60,0,0,10,0,0,57,0,0,0,15
4490,1682,1611,1419,109,0,2415,3022,1516,277,368,1,1247,637,487,97,457,90,101,126,0,2488,189,1,27,313,221,166,129,129,113,0,1,34,32,5,90,0,2,0,114,0,174,35,5,0,130,58,108,91,0,0,2846,2,0,113,0,13,0,144
4492,203,107,349,12,0,144,96,80,140,29,0,453,37,0,72,38,26,31,24,5,0,33,0,17,64,18,27,10,23,18,0,3,2,48,0,0,0,0,0,3,0,34,2,0,0,14,11,3,6,0,0,1,2,0,6,0,56,0,0
4494,1366,1857,1335,72,0,1941,1649,1223,226,477,0,428,774,234,109,549,87,80,150,0,658,206,1,33,341,99,150,105,125,45,0,2,21,0,8,72,0,3,16,114,0,145,28,4,0,102,42,75,75,0,0,965,0,0,92,0,10,0,120
4507,29,60,142,11,0,39,0,21,81,15,0,0,7,0,25,8,16,12,24,0,0,13,0,11,18,0,8,10,58,0,0,3,0,0,0,0,0,1,0,0,0,5,0,0,0,7,7,4,2,0,0,0,0,0,3,0,36,0,0
4518,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4521,0,42,66,0,0,2,0,0,0,2,4,0,0,0,6,0,2,0,2,0,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4528,43,96,284,26,0,85,22,35,206,22,0,0,12,0,42,11,27,56,21,0,0,20,0,21,39,0,36,28,58,1,0,3,4,0,0,0,0,1,0,0,0,6,1,0,0,11,11,5,6,0,0,0,0,0,4,0,46,0,0
4541,3,47,27,10,0,8,32,8,33,9,0,0,26,0,3,26,5,11,9,0,0,2,0,0,6,15,0,0,4,17,0,0,9,32,0,0,0,0,0,0,0,7,0,0,0,6,4,0,3,0,0,0,1,0,0,0,0,0,0
4545,20,1332,221,32,0,22,698,96,92,118,34,1325,261,138,4,201,51,7,47,0,791,11,13,137,46,0,5,24,0,0,0,0,19,6,1,86,1,143,0,12,407,1,78,0,0,32,27,130,23,0,0,983,2,0,24,0,2,1,8
4550,1983,220,856,22,0,436,24,308,97,3,0,4,0,0,119,0,63,23,21,0,0,74,2,166,17,0,10,2,0,16,1,0,3,0,1,80,0,8,0,1,0,1,9,0,0,8,7,13,6,0,0,0,0,0,1,0,0,127,2
4553,2253,232,89,254,0,508,41,359,84,9,0,0,0,0,23,4,58,44,33,0,0,94,4,112,23,8,13,0,31,10,1,1,39,33,0,14,0,0,0,1,0,7,4,0,0,14,10,14,9,0,0,3,1,0,4,0,4,0,2
4621,20,72,54,1,0,40,90,7,31,24,0,2,33,9,8,31,2,4,22,0,0,8,0,0,27,8,2,0,4,8,0,1,0,16,0,0,0,0,0,0,0,5,0,0,0,4,2,0,2,0,0,1,1,0,1,0,0,0,2
4624,11,44,649,0,0,10,29,27,21,5,1,0,0,1,18,0,9,7,6,0,0,1,0,0,23,6,2,2,0,4,0,2,0,2,0,2,0,1,0,2,0,0,2,0,0,3,3,0,0,0,0,1,0,973,0,0,19,0,0
4636,0,0,690,0,0,0,0,0,20,0,0,0,0,0,10,0,0,5,0,0,0,5,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
4637,16,184,84,0,0,20,0,16,16,4,0,0,0,0,28,0,64,0,4,0,0,8,0,0,8,0,4,0,0,0,0,0,0,0,4,0,8,0,0,16,0,4,8,0,508,60,60,0,56,0,0,0,0,0,4,0,0,0,0
4641,6758,650,239,807,0,1474,0,1063,581,104,228,0,0,0,105,0,231,541,84,0,0,288,36,336,66,6,32,168,0,6,3,3,114,18,3,37,0,0,0,3,0,3,28,0,0,33,27,42,21,0,0,0,1,0,12,0,3,0,6
4650,1,12,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,330,267,591,6,0,285,54,159,376,24,0,0,0,6,24,0,12,158,51,0,0,36,0,0,154,152,0,6,186,44,0,0,0,192,0,12,0,0,0,72,0,40,0,0,0,30,12,6,12,0,0,0,108,0,12,0,0,0,0
4662,0,28,156,0,0,0,0,0,4,0,0,6,0,0,20,0,0,0,0,0,0,4,0,0,27,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0
4668,0,5,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,2,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4669,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,140,84,507,10,0,126,59,58,288,8,0,0,29,0,69,28,31,87,4,0,165,20,0,18,42,1,58,31,19,4,0,1,4,0,0,0,0,0,0,1,0,9,2,0,0,20,17,2,10,0,0,0,2,0,2,0,60,0,0
4696,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697,12,141,66,0,0,15,0,12,12,3,0,0,0,0,27,0,48,0,3,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,3,0,6,0,0,12,0,3,6,0,381,45,45,0,42,0,0,0,0,0,3,0,0,0,0
4716,5,42,101,140,0,27,130,12,29,1,1,0,0,474,21,0,11,16,4,0,7,1,17,0,18,26,9,2,27,26,0,0,0,16,1,0,0,0,0,0,0,7,2,0,0,10,8,0,2,0,0,0,1,0,0,0,6,96,0
4720,186,90,388,11,0,176,104,77,95,12,0,481,0,0,103,2,29,23,20,562,0,7,0,2,62,19,27,12,45,17,0,3,1,1,0,14,0,0,0,4,0,34,4,0,0,14,11,3,6,0,0,1,2,0,6,0,12,0,0
4725,9,7,32,0,0,10,29,32,14,4,0,0,0,1,14,0,2,2,5,0,0,1,0,0,6,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4731,15,127,270,585,0,79,673,34,162,3,3,0,0,1460,51,0,36,47,10,0,27,3,54,0,49,66,21,6,81,66,0,0,0,48,3,0,0,0,0,0,0,17,0,0,0,30,24,0,6,0,0,0,3,0,0,0,18,288,0
4733,0,7,107,0,0,2,11,2,12,2,0,0,0,1,11,0,1,1,2,0,0,0,0,0,4,43,4,0,0,24,0,0,0,16,0,1,0,1,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,116,0
4741,2,30,17,0,0,2,1,1,11,1,0,0,0,0,14,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0
4747,0,3,3,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4752,0,8,7,0,0,0,0,2,9,3,0,0,0,0,5,0,2,1,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,2248,202,45,40,0,486,0,346,77,7,0,0,0,0,7,0,55,46,27,0,0,94,1,112,17,0,9,2,0,0,1,1,38,1,1,4,0,2,0,1,0,1,5,0,0,12,10,14,7,0,0,0,0,0,4,0,0,0,2
4772,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4774,3,18,37,10,0,9,27,9,26,2,0,0,0,0,13,0,4,12,4,0,0,1,0,0,4,15,0,1,4,15,0,0,9,32,0,0,0,0,0,0,0,2,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
4785,13,66,650,13,0,34,181,21,39,2,5,1723,0,1430,43,0,11,20,5,0,2,0,4,0,8,123,4,0,27,114,0,0,12,16,0,15,10,0,27,0,0,7,5,0,0,3,1,0,2,0,0,0,1,0,0,0,9,101,0
4791,63,79,90,3,0,114,78,78,21,12,0,0,0,0,15,0,6,3,27,0,0,3,0,0,24,32,0,0,93,38,0,0,0,144,0,0,0,0,0,3,0,24,0,0,0,12,6,0,6,0,0,0,3,0,3,0,0,0,3
4807,88,3812,48,700,0,68,496,68,652,8,452,0,0,0,8,0,808,632,12,0,0,8,916,4924,16,348,0,280,0,0,0,0,0,0,4,2700,0,0,0,4,0,8,8,28,0,276,276,0,268,0,0,0,0,0,16,0,0,0,0
4808,0,112,621,0,0,0,0,2,13,4,1,1,0,0,5,0,6,7,4,0,0,1,0,0,20,0,0,1,0,0,0,6,0,2,0,2,0,1,0,3,0,0,2,0,115,3,3,37,0,0,0,0,0,1100,0,0,19,0,0
4810,122,108,345,12,0,116,67,65,124,29,0,483,36,0,69,37,26,17,24,9,0,32,0,14,59,18,15,10,21,18,0,3,2,48,0,0,0,0,0,4,0,32,2,0,0,14,11,2,6,0,0,1,2,0,8,0,44,0,0
4813,572,2065,690,261,724,477,630,904,182,350,187,12,1257,27,102,848,186,51,215,0,131,438,43,25,233,75,48,126,47,59,0,3,34,302,6,39,0,0,278,92,0,363,556,0,0,61,55,32,41,263,0,28,2,0,49,0,0,0,51
4815,0,32,39,0,0,0,0,0,9,1,0,0,0,0,34,0,1,1,1,0,0,5,0,0,2,0,0,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
4820,7,38,166,1,0,84,78,16,23,7,0,0,0,2209,15,0,1,7,16,0,46,0,0,0,9,39,4,0,27,38,0,0,1,56,0,1,0,0,0,0,0,7,6,0,0,2,0,0,2,0,0,0,1,0,0,0,0,61,0
4837,2327,1150,196,198,0,710,847,535,120,223,4,19,967,43,58,645,192,57,61,0,258,245,20,177,46,43,29,22,27,30,2,2,48,13,3,5,0,0,0,14,0,6,9,0,0,51,48,88,26,0,0,68,1,0,25,0,14,96,23
4838,8,82,34,0,0,16,2,8,24,6,0,0,0,0,32,0,2,2,6,0,0,4,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0,8,0,0,0,0,0,0,0,0,0,0
4848,0,48,73,0,0,0,0,0,0,5,0,0,7,0,9,7,16,0,1,0,0,6,0,0,10,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,0,0,0,15,15,0,14,0,0,0,0,0,0,0,0,0,0
4849,16,188,88,0,0,20,0,16,16,4,0,0,0,0,36,0,64,0,4,0,0,8,0,0,8,0,4,0,0,0,0,0,0,0,4,0,8,0,0,16,0,4,8,0,508,60,60,0,56,0,0,0,0,0,4,0,0,0,0
4850,25533,13081,1712,4455,0,7740,1736,6162,1033,3395,805,8672,2188,260,325,1457,1158,592,749,30,1473,1740,75,1502,367,23,280,262,0,22,10,22,398,161,10,705,0,0,0,162,0,290,73,46,0,374,199,300,305,0,0,1870,8,0,1763,0,0,0,164
4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861,0,5,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,2,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4872,7,39,56,6,0,9,0,10,14,7,0,0,0,0,36,0,8,3,10,0,0,3,0,0,14,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,4,0,2200,1,1,0,0,0,0,0,0,0,2,0,3,0,0
4891,6758,688,193,1540,0,1523,67,1064,336,27,203,0,0,0,46,0,197,127,96,0,0,282,47,336,101,19,27,54,81,19,3,3,114,3,3,15,0,0,0,3,0,18,15,0,0,45,33,42,30,0,0,3,3,0,12,0,0,0,6
4895,0,10,86,0,0,0,0,1,11,0,1,0,0,0,3,0,1,10,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,2,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1128,0,0,11,0,0
4896,64,132,1772,72,0,24,16,24,36,16,72,0,0,0,52,0,20,4,20,0,0,8,4,4,64,56,20,24,0,64,0,0,4,4,0,24,0,0,0,12,0,0,36,0,0,4,4,0,0,0,0,0,4,0,8,0,0,196,0
4897,161,296,2227,142,0,211,3198,197,560,8,82,0,8,377,34,0,60,112,36,15,189,2,8,0,277,57,16,2,66,65,0,0,106,162,0,46,24,0,52,21,0,14,18,0,0,12,4,2,4,0,0,20,4,0,14,0,4,100,10
4903,0,40,360,0,0,0,0,4,58,0,4,0,0,0,20,0,4,46,0,0,0,4,0,0,44,0,0,4,0,0,0,4,4,8,0,4,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,4138,0,0,44,0,0
4905,0,238,28,0,0,0,0,63,0,7,7,0,0,0,21,0,7,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
4906,16,142,280,0,0,20,0,16,16,0,0,2356,0,0,20,0,60,4,0,0,0,7149,0,0,40,0,4,0,0,0,0,0,0,0,4,0,8,0,0,12,0,4,8,509,0,60,60,0,56,0,0,0,0,0,12,0,0,0,0
4907,2,44,5,0,0,2,0,3,2,1,3,0,0,0,3,0,4,2,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4910,35,60,139,11,0,49,0,27,87,15,0,0,9,0,25,10,16,14,24,0,0,15,0,11,19,0,8,10,58,0,0,3,0,0,0,0,0,1,0,0,0,5,1,0,0,7,7,4,2,0,0,0,0,0,3,0,36,0,0
4936,0,8,25,2,0,0,3,0,9,0,0,0,0,0,13,0,2,2,0,0,0,3,1,0,4,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0
4976,8,28,115,0,0,27,86,15,19,2,0,1,0,2424,14,0,1,2,5,0,88,0,0,0,5,24,2,0,27,24,0,0,0,16,0,0,0,0,0,1,0,5,5,0,0,3,1,0,2,0,0,0,1,0,2,0,0,96,2
4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4992,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
5000,0,144,1036,0,0,0,0,0,24,16,0,0,28,0,24,28,60,4,0,0,0,28,0,0,60,0,4,0,0,0,0,0,0,0,4,0,8,0,0,12,0,4,0,0,0,60,60,0,56,0,0,0,0,0,0,0,8,0,0
5001,1331,772,918,68,0,1878,702,1172,185,181,0,446,171,133,66,121,41,91,70,0,826,97,0,4,203,54,120,93,96,0,0,0,20,0,4,72,0,3,0,51,0,128,28,4,0,84,34,62,62,0,0,1092,0,0,66,0,9,0,31
5011,96,78,96,0,0,66,0,48,27,0,0,0,0,0,36,0,0,3,0,0,0,3,0,0,15,0,12,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,48,12,45,48,0,0,0,0,0,33,0,0,0,0
5022,0,14,9,0,0,1,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5038,111,843,621,44,177,94,74,56,225,424,10,290,838,0,92,473,48,52,83,9,0,85,20,24,140,23,11,16,21,17,0,4,1,48,2,0,0,0,92,23,0,197,0,0,0,19,14,4,12,0,0,1,2,0,16,0,44,0,0
5047,7,76,553,54,0,32,152,16,136,4,5,0,0,101,15,0,7,59,8,0,34,0,0,0,25,39,2,0,31,38,0,0,53,32,0,0,0,0,0,0,0,7,5,0,0,4,2,0,2,0,0,0,1,0,0,0,0,100,0
5055,7,32,37,10,0,30,62,16,39,4,3,0,0,11,2,0,6,12,7,0,81,0,0,0,7,0,2,0,31,2,0,0,9,48,0,0,1,0,2,0,0,5,0,0,0,4,2,0,2,0,0,0,1,0,0,0,0,1,0
5059,94,126,312,24,0,148,0,78,197,28,0,2,18,0,40,20,32,33,44,0,0,30,0,26,52,0,44,14,116,0,0,8,0,0,0,0,0,2,0,0,0,0,2,0,0,12,12,8,4,0,0,0,0,0,6,0,76,0,0
5060,1345,891,1028,68,0,1894,731,1185,187,292,0,466,369,231,65,335,47,64,73,0,798,100,0,4,229,63,160,93,97,8,0,0,20,0,4,72,0,4,0,67,0,176,28,4,0,88,36,69,64,0,0,1061,0,0,69,0,10,0,31
5061,1050,655,826,42,0,1183,990,734,129,89,0,453,172,164,89,117,40,58,47,0,949,90,0,14,124,50,68,50,48,2,0,0,16,0,4,36,0,3,0,45,0,88,16,0,0,62,26,52,48,0,0,1061,2,0,58,0,0,0,24
5066,0,37,7,2,0,0,4,0,22,1,6,0,0,1,1,0,9,11,1,0,0,0,2,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
5083,0,3,11,2,0,0,0,0,4,0,0,0,0,0,6,0,1,1,0,0,0,3,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
5086,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,0,5,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,0,2,1,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5110,24,57,120,0,0,45,0,45,71,12,0,0,0,0,90,0,3,14,15,0,0,3,0,0,15,0,30,15,0,0,0,3,0,3,6,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
5130,17,181,521,561,0,38,167,20,74,6,55,61,0,1,98,0,47,11,10,0,0,5,2044,0,12,4,336,170,31,3,0,1,0,33,60,0,0,0,0,0,0,5,1,0,0,56,8,0,52,0,0,1,57,0,3,0,5,0,0
5133,3,18,37,10,0,9,27,9,25,2,0,0,0,0,13,0,4,10,4,0,0,1,0,0,3,15,0,1,4,15,0,0,9,32,0,0,0,0,0,0,0,2,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
5152,652,4735,2529,138,0,722,5453,919,409,714,144,14922,1102,838,333,849,180,50,240,30,4010,112,46,222,508,282,55,81,173,131,0,0,61,374,5,262,5,705,65,178,713,131,205,0,0,157,115,347,109,0,0,3930,13,0,111,0,11,5,110
5156,5,35,108,0,0,24,56,11,74,0,1,0,0,35,6,0,3,46,3,0,105,0,0,0,49,10,2,0,27,12,0,1,3,2,0,1,1,1,0,1,0,7,2,0,0,2,0,0,2,0,0,0,2,1088,0,0,11,1,0
5177,0,4,6,2,0,4,4,0,11,0,0,0,0,2,4,0,2,1,0,0,0,2,1,0,4,0,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0
5183,6,21,127,0,0,24,20,11,41,5,0,0,0,0,15,0,1,2,6,0,0,1,2,0,12,12,3,3,27,18,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,4,2,0,2,0,0,3,1,0,0,0,5,23,0
5201,74,298,1010,52,0,138,152,62,495,108,0,0,98,2,210,90,54,62,66,0,30,50,0,90,106,2,96,296,116,8,0,8,8,32,0,0,0,2,0,0,0,10,2,0,0,26,22,10,18,0,0,0,2,0,12,0,92,0,0
