file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58,apiapi_59,apiapi_60,apiapi_61,apiapi_62,apiapi_63,apiapi_64,apiapi_65,apiapi_66,apiapi_67,apiapi_68,apiapi_69,apiapi_70,apiapi_71,apiapi_72,apiapi_73,apiapi_74,apiapi_75,apiapi_76,apiapi_77,apiapi_78,apiapi_79,apiapi_80,apiapi_81,apiapi_82,apiapi_83,apiapi_84,apiapi_85,apiapi_86,apiapi_87,apiapi_88,apiapi_89,apiapi_90,apiapi_91,apiapi_92,apiapi_93
19853,29,5,28,13,35,1,976,1243,6,0,0,0,0,7,7,1217,13,0,3,24,30,0,0,0,0,0,16,1,0,9,2,8,20,1,0,6,6,2,6,0,4,0,0,0,1,0,0,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,16,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19864,102,6,29,19,377,27,68,73,3,0,0,2,0,9,34,38,8,0,0,23,51,0,15,0,2,0,51,1,0,508,36,5,27,0,20,27,2,9,3,5,0,0,0,7,17,0,4,1,0,0,0,2,0,2,40,4,0,116,4,0,1116,4,0,0,5,0,1,0,0,0,0,0,0,3,1,3,0,0,3,38,0,0,0,0,0,0,0,0,0,102,0,49,2
19865,5,1,1,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19866,203,74,74,89,389,87,2,23,0,0,4,18,0,143,10,5,12,70,0,342,14,237,0,15,10,0,15,2,0,1,0,1,4,0,40,0,0,0,1,10,4,0,0,7,0,0,1,4,0,69,0,0,0,14,0,2,0,21,0,0,0,10,0,0,0,19,0,0,0,0,1,8,0,1,1,0,0,0,2,0,0,0,0,0,0,69,0,0,26,2,0,0,0
19867,20,12,39,24,47,10,11,17,3,0,1,5,0,8,15,3,8,9,1,17,3,0,0,0,0,0,3,1,0,0,0,6,21,1,3,0,2,2,2,0,0,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19871,26,4,5,4,13,0,0,0,1,0,0,0,0,16,8,0,1,0,1,8,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,14,1,15,0,2,0,0,1,0,0,10,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19877,171,50,70,98,122,0,0,22,4,0,5,4,0,4,19,4,20,0,0,58,4,0,0,17,8,0,0,0,0,0,4,0,0,0,56,0,16,0,0,0,1,0,0,5,0,0,0,6,0,0,0,0,0,28,0,3,0,26,0,0,0,14,0,0,12,11,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,8,13,0,0,0,0
19879,36,0,0,0,10,0,0,2,13,0,32,0,32,2,4,1,13,0,5,7,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19903,6,7,11,9,16,2,0,0,0,0,0,0,0,2,7,0,0,1,1,4,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,2,1,2,1,0,0,0,0,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19904,6,0,0,0,26,0,0,2,2,0,5,0,5,0,26,1,0,0,6,1,0,0,0,0,1,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19912,24,4,87,12,17,0,12,17,5,0,0,2,0,6,4,2,6,4,0,12,10,0,153,0,5,1,11,3,0,47,0,7,20,0,0,1,3,3,5,60,1,230,0,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,57
19920,5,5,7,5,27,0,7,6,1,0,0,0,0,2,7,1,1,0,2,20,7,0,0,0,1,0,7,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19923,12,0,0,1,63,2,4,6,2,0,0,0,0,1,59,4,3,1,2,3,4,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19933,2013,0,0,382,195,0,0,6,0,0,0,0,0,1,196,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,193,0,0,382,0,0,0,0,0,0,0,495,193,0,193,193,0,1608,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,567,0,0,0,0,0,0,0,0,1,0,0,0,0
19934,213,175,221,210,222,27,33,64,23,0,8,0,4,6,31,32,27,0,11,38,0,6,20,0,20,2,0,18,0,4,9,22,12,16,0,5,30,5,10,15,2,0,2,4,0,17,0,7,3,0,0,0,5,28,0,0,0,0,0,0,0,31,0,0,14,0,2,0,0,0,4,4,0,21,0,0,0,10,13,0,30,0,4,0,0,0,0,0,1,0,0,0,5
19945,2,0,0,0,5,2,0,2,0,0,0,0,0,1,4,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19949,37,51,68,49,150,2,9,45,4,0,1,0,3,20,86,9,3,0,5,34,1,0,0,0,44,2,2,8,0,0,0,10,8,0,0,4,7,0,10,15,34,3,0,1,7,2,0,2,2,9,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
19950,95,6,25,15,334,15,53,47,3,0,0,2,0,8,32,25,6,0,0,19,39,0,11,0,2,0,38,1,0,306,24,5,27,0,18,15,2,5,3,4,0,0,0,7,14,0,4,1,0,0,0,2,0,2,20,2,0,40,3,0,1036,2,0,0,4,0,1,0,0,0,0,0,0,3,1,3,0,0,3,19,0,0,0,0,0,0,0,0,0,100,0,44,1
19951,3,2,2,2,3,0,0,0,1,0,0,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19958,79,123,149,65,287,11,17,81,12,0,0,0,2,29,110,15,20,0,6,58,20,40,0,513,21,2,17,12,0,0,1,14,36,1,1,1,6,26,11,12,51,8,0,3,8,3,4,4,3,4,0,3,0,2,0,5,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,4,2,3,4,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
19962,20,2,4,6,27,0,5,6,1,0,0,0,0,1,18,4,1,0,1,10,87,3,0,0,6,0,63,4,0,0,1,1,0,0,2,1,2,10,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,25,25,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
19975,78,148,188,205,251,1,19,56,2,0,1,0,0,23,70,26,14,1,7,139,30,0,27,1,51,2,30,13,0,253,1,12,34,0,44,0,2,14,9,2,8,0,0,60,1,5,3,3,2,5,0,0,5,30,1,3,0,19,0,0,0,7,4,0,0,12,0,8,0,0,0,5,0,4,7,1,0,0,18,0,0,0,2,0,9,0,0,0,4,4,254,0,0
19983,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19984,29,0,0,0,11,0,0,0,5,0,7,0,7,16,6,0,1,0,6,7,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,14,1,15,0,2,0,0,0,0,0,10,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19985,3,0,0,0,21,0,0,4,1,0,0,0,0,2,20,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20003,211,195,322,345,124,47,0,76,7,0,0,3,0,111,94,66,21,7,73,23,2,0,0,0,9,42,2,62,0,0,37,11,0,0,1,38,7,1,9,5,0,0,7,4,2,27,2,16,0,1,1,2,1,2,0,0,0,0,0,4,0,4,0,0,0,0,2,0,0,0,0,2,0,5,0,0,0,16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
20012,206,70,173,89,79,45,55,31,60,0,1,28,0,24,42,12,78,2,3,27,15,3,34,0,9,0,19,3,0,3,1,12,81,0,2,2,9,12,4,3,4,5,0,2,0,2,0,8,0,1,36,0,1,0,0,5,6,0,0,3,0,2,0,0,0,0,0,0,0,0,3,9,0,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,0,0,0,0,13,0,0,5,0,0,0,0,0,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015,77,18,36,29,417,0,215,18,3,0,0,1,0,7,43,12,7,0,0,25,35,0,50,0,2,0,35,3,0,103,18,5,27,0,21,0,2,7,3,2,0,0,0,9,14,0,4,1,0,0,0,2,0,2,20,2,0,42,4,0,1112,2,0,0,4,0,1,0,0,0,0,0,0,3,1,2,0,0,3,19,0,0,0,0,0,0,0,0,0,135,0,5,1
20016,144,21,47,35,114,1,266,43,4,0,0,1,0,2,22,15,10,0,1,39,5,1,34,0,2,0,6,0,0,24,3,5,25,0,35,1,4,6,1,1,2,14,0,2,12,79,0,3,41,0,0,4,0,5,0,2,0,0,15,1,684,1,0,160,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,4
20017,2939,1371,1157,707,1227,78,1453,249,664,0,1323,56,1021,342,131,54,324,14,211,396,273,136,169,0,91,622,104,56,0,187,59,148,106,148,54,38,126,34,139,54,25,0,238,68,8,119,81,66,82,2,10,3,10,111,4,93,2,32,8,14,0,71,6,73,9,20,4,0,0,0,6,196,0,13,4,30,171,53,377,0,16,0,6,34,0,0,0,0,226,0,0,0,4
20028,31,51,69,52,78,2,0,27,2,0,2,0,3,15,52,7,1,0,12,23,0,0,0,0,20,15,0,4,0,0,14,6,8,0,0,0,3,0,6,0,30,0,0,2,8,2,2,1,2,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
20029,82,121,146,63,308,11,27,97,13,0,0,0,2,34,112,19,21,0,6,62,20,47,0,544,41,2,17,20,0,0,1,20,36,1,1,1,7,20,16,13,65,14,0,3,10,3,4,4,3,7,0,3,0,2,0,5,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,4,2,3,4,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20039,4,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20044,3,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20046,5,0,3,0,8,1,1,4,2,0,0,0,0,3,1,1,2,0,1,7,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20047,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20051,5,3,5,5,24,0,0,43,2,0,0,0,0,4,14,17,2,0,2,8,1,0,0,0,1,0,0,4,0,0,1,2,0,0,1,0,0,0,2,0,3,0,0,2,5,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20068,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20072,105,23,63,28,133,8,27,97,14,0,35,0,34,25,51,13,9,0,16,45,1,0,0,0,38,14,3,13,0,0,14,14,8,0,1,4,8,3,12,0,106,7,0,1,10,5,2,2,2,13,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,3,20,0,0,0,0,0,0,0,0,1
20075,816,22,40,24,120,7,0,57,746,0,0,15,8,33,73,17,749,15,20,29,0,0,0,0,27,7,0,11,0,0,0,6,5,0,0,0,2,0,6,13,69,0,0,0,8,4,0,6,2,7,0,3,10,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0
20079,42,22,47,44,24,0,74,18,5,0,0,0,0,2,15,4,8,0,0,9,29,22,0,0,4,0,29,2,0,64,7,570,20,0,3,0,4,3,567,75,1,0,0,5,0,1,1,3,0,2,0,1,1,1,0,8,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,4,0,8,0,0,0,0,0,2,4,0,0,0
20086,15,8,2,11,26,0,0,7,5,0,0,0,0,8,28,1,5,0,2,10,0,0,0,10,0,1,0,6,0,0,4,4,0,0,0,0,2,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20095,585,1844,1309,953,188,204,47,261,26,0,0,0,12,161,62,104,91,12,245,48,15,0,0,0,36,194,18,0,0,0,105,38,80,9,69,109,27,14,28,42,0,8,25,10,9,41,24,51,83,3,3,3,0,3,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,48,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
20111,134,134,131,138,594,47,63,168,17,0,4,2,0,17,18,59,32,53,4,169,13,0,0,0,4,6,13,10,0,2,1,12,4,0,49,1,5,0,10,14,2,0,0,11,29,0,0,7,43,3,0,4,0,16,2,1,0,3,11,1,1105,5,0,0,8,0,4,0,0,0,6,6,0,5,0,0,0,6,5,1,0,0,2,0,0,0,0,0,0,2,0,0,28
20112,676,971,1303,826,1065,43,511,120,148,0,144,3,132,59,52,70,55,0,82,197,99,298,563,0,78,13,43,65,0,138,20,70,77,623,7,14,46,75,32,53,5,0,15,26,45,48,1,29,28,7,0,5,3,51,0,3,0,0,3,2,3244,54,0,0,35,12,6,0,0,3,13,29,0,32,2,56,56,42,52,0,24,0,8,1,0,0,0,0,3,0,0,0,5
20113,461,96,26,24,32,0,0,5,153,0,0,1,0,111,2,1,207,0,1,14,0,0,0,0,1,0,0,96,0,0,1,105,1,0,0,0,104,1,105,5,2,0,0,1,0,0,52,0,0,0,0,0,0,1,7,3,0,2,1,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,1
20119,13,2,2,2,4,0,0,1,1,0,0,0,0,4,4,0,1,0,2,1,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,1,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20122,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20147,10,0,2,0,16,0,2,8,2,0,0,0,0,0,18,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20155,96,22,50,36,94,499,115,54,8,0,0,117,0,74,24,52,18,235,0,24,27,0,18,0,0,0,26,78,0,2,1,6,23,2,6,1,2,8,4,7,0,6,0,2,2,0,0,1,3,0,0,0,0,1,0,0,40,0,0,3,0,0,72,0,0,0,3,0,0,0,40,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0
20156,2,0,0,1,30,0,0,3,0,0,0,0,0,0,31,1,0,0,1,2,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181,837,3,69,66,124,708,25,29,4,0,0,480,0,326,42,7,9,328,0,20,90,0,0,0,607,8,88,0,0,0,225,3,20,0,49,156,2,5,1,495,0,59,0,51,9,1,461,1,0,0,0,0,0,2,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
20196,94,19,40,34,59,42,1,22,9,0,2,143,2,25,24,4,8,0,12,20,58,0,0,0,2,0,0,27,0,0,0,2,0,0,0,2,1,39,2,0,0,0,0,0,0,17,2,0,0,0,16,1,0,24,0,0,0,0,0,15,0,0,0,75,12,0,6,0,0,0,0,0,0,4,0,58,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20206,3,0,0,0,11,0,0,3,1,0,0,0,0,0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20211,153,10,38,19,168,150,18,71,27,444,0,70,0,39,42,32,15,61,19,35,2,0,0,0,13,7,3,0,0,0,26,22,31,1,33,0,20,8,20,4,0,19,0,8,44,0,13,1,41,18,0,2,2,2,0,1,12,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,8,0,0,0,2,0,0,0,0,0,1,11,0,0,0
20237,1,0,0,0,32,0,1,6,0,0,0,0,0,0,31,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
20243,48,0,0,0,11,0,0,3,14,0,56,0,56,2,5,1,20,0,5,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20247,35,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250,3,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20253,414,1451,870,649,88,229,11,237,16,0,0,24,0,121,26,124,56,25,170,34,4,0,0,0,17,206,4,27,0,0,68,21,4,1,2,69,21,2,17,24,0,0,213,6,1,28,4,31,0,2,2,2,2,6,0,0,0,0,0,8,0,8,0,0,3,0,29,0,0,0,0,3,0,13,1,0,0,31,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0
20254,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20262,500,488,737,528,449,26,617,78,127,0,82,0,79,28,30,32,36,0,34,81,57,306,592,0,55,3,2,51,0,136,13,52,61,773,0,7,52,33,23,35,17,0,8,9,2,43,1,23,18,7,0,0,2,48,0,1,0,0,1,0,0,53,0,0,26,28,3,0,0,2,10,17,0,10,0,55,55,35,32,0,12,0,7,0,0,0,0,0,1,0,0,0,3
20263,25,109,151,125,52,3,0,7,1,0,0,0,0,0,7,3,3,1,7,27,0,2,0,0,12,0,0,9,0,0,0,10,12,1,0,4,3,1,5,3,1,0,2,5,0,3,0,3,3,2,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1
20266,7,0,0,1,19,0,1,4,3,0,0,0,0,0,19,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20305,217,174,224,205,134,24,2,69,24,0,0,0,0,5,16,22,28,0,15,82,0,0,0,0,18,2,0,17,0,0,9,32,12,2,0,5,39,4,11,15,3,0,2,7,0,30,0,10,3,0,0,0,3,25,0,0,0,0,2,0,0,39,0,0,18,0,2,0,0,0,4,3,0,16,0,0,0,14,11,0,23,0,5,0,0,0,0,0,2,0,0,0,3
20306,126,122,181,177,450,79,50,129,17,0,3,1,0,16,17,31,42,77,3,187,45,1,17,0,2,3,10,12,0,17,5,15,24,0,47,2,9,2,11,16,1,2,0,11,19,0,0,12,42,7,0,3,0,12,6,2,0,6,12,1,1150,4,0,1,4,0,1,0,0,0,3,16,0,2,1,36,0,6,6,4,0,0,1,0,0,0,0,0,0,1,0,2,14
20307,256,16,5,19,588,0,0,55,8,0,0,116,0,12,26,50,9,2,12,191,0,30,0,0,8,2,0,9,0,0,6,0,0,0,10,6,0,0,0,17,0,0,0,20,60,0,0,0,0,0,0,5,0,13,23,30,0,0,3,0,955,9,0,0,20,0,4,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,14,0,0,0,6
20318,128,23,42,27,134,6,14,89,43,0,45,0,44,22,56,15,36,0,17,42,0,40,0,0,31,21,2,37,0,4,16,13,9,0,0,4,9,2,11,0,66,0,0,1,9,6,2,3,2,12,0,4,0,0,0,5,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,4,20,0,0,0,0,0,0,0,0,0
