file_id,apiapi_1,apiapi_2,apiapi_3,apiapi_4,apiapi_5,apiapi_6,apiapi_7,apiapi_8,apiapi_9,apiapi_10,apiapi_11,apiapi_12,apiapi_13,apiapi_14,apiapi_15,apiapi_16,apiapi_17,apiapi_18,apiapi_19,apiapi_20,apiapi_21,apiapi_22,apiapi_23,apiapi_24,apiapi_25,apiapi_26,apiapi_27,apiapi_28,apiapi_29,apiapi_30,apiapi_31,apiapi_32,apiapi_33,apiapi_34,apiapi_35,apiapi_36,apiapi_37,apiapi_38,apiapi_39,apiapi_40,apiapi_41,apiapi_42,apiapi_43,apiapi_44,apiapi_45,apiapi_46,apiapi_47,apiapi_48,apiapi_49,apiapi_50,apiapi_51,apiapi_52,apiapi_53,apiapi_54,apiapi_55,apiapi_56,apiapi_57,apiapi_58
25164,424,843,593,521,122,278,0,159,15,0,0,71,0,116,76,109,55,18,154,37,2,0,0,0,17,224,2,27,0,0,2,76,2,1,24,3,4,0,0,0,7,1,28,0,0,0,3,19,0,0,6,21,0,0,16,0,0,1
25170,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25196,8,0,1,1,7,0,0,1,5,0,0,0,0,2,3,0,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,2,1,0,0,2,0,0,0
25211,541,2050,898,769,93,183,342,148,624,0,377,2,256,115,14,42,56,6,205,36,16,233,347,0,17,154,14,18,0,125,1,38,1,1,9,18,11,0,1,0,9,8,15,0,0,454,0,14,3,0,7,9,0,0,10,31,8,0
25221,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25232,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25250,3,1,5,3,8,2,1,0,1,0,2,0,1,2,7,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
25254,116,29,53,52,51,24,3,23,0,0,2,1,0,4,9,6,12,24,0,32,2,1,0,1,4,0,4,0,0,1,0,2,0,0,2,4,6,0,7,0,3,0,0,0,0,0,0,4,0,13,5,0,0,0,2,2,5,0
25260,89,23,45,28,125,10,6,85,23,0,12,0,11,25,60,13,24,0,15,37,0,0,0,0,32,14,1,15,0,0,0,4,3,0,0,0,0,0,3,0,1,2,5,0,0,0,0,11,0,0,4,6,0,0,11,8,0,10
25273,1,0,0,0,14,15,0,5,0,0,0,0,0,1,13,1,0,15,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25280,9,0,0,3,18,0,1,7,4,0,0,0,0,1,17,3,4,0,1,8,5,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,7,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
25289,18,4,26,10,30,4,4,5,0,0,0,0,0,7,21,1,2,4,1,10,21,0,0,0,9,0,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,1,0,0,2,0,0,4,20,0,0
25292,1028,3,41,75,123,790,35,89,5,0,0,568,0,406,48,80,11,462,0,22,92,0,0,0,691,2,90,0,0,0,0,165,0,0,673,58,2,0,1,0,60,6,2,0,0,0,0,3,1,0,0,2,0,0,1,20,3,11
25305,35,56,83,55,92,3,0,43,2,0,2,0,3,18,54,11,1,0,14,27,0,0,0,0,35,16,0,12,0,0,0,0,1,0,0,0,1,0,2,0,2,1,2,0,0,0,0,10,1,0,2,2,0,0,10,8,0,10
25309,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
25312,25102,7909,6266,11752,5677,407,0,5809,7951,0,0,19,0,929,2902,843,12383,0,749,2409,0,0,0,0,716,11971,0,1803,0,0,0,98,124,38,15504,4786,1255,0,58,0,9232,2354,0,4268,4183,0,2090,744,0,155,504,421,0,0,728,44,0,0
25314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25335,149,135,170,154,196,9,0,19,11,0,0,0,6,4,59,13,14,0,9,27,0,2,0,0,15,1,0,12,0,1,0,4,0,0,9,0,12,0,0,0,3,1,15,0,0,4,7,18,0,0,20,20,0,0,7,12,1,9
25336,607,375,605,425,316,24,1264,63,187,0,349,0,244,49,18,26,25,1,54,78,133,816,1428,0,35,11,24,31,0,270,0,4,0,1,15,0,42,0,4,0,8,56,49,0,0,1895,11,50,2,0,55,34,0,0,23,36,1,3
25372,38,2,6,37,67,4,0,17,10,0,0,2,0,2,2,4,12,0,6,29,0,3,0,0,3,1,0,0,0,0,0,4,2,0,1,8,2,0,10,2,43,0,1,0,0,0,5,7,0,0,5,5,0,0,5,0,88,4
25373,16,4,5,9,29,1,0,10,7,0,0,0,0,3,20,4,7,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,0,0,3,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,1
25376,98,8,27,17,448,18,65,47,3,0,0,10,0,17,41,27,6,2,0,20,55,1427,0,0,4,0,50,2,0,1373,0,16,2,0,12,18,2,3,2,0,7,5,0,0,0,0,4,5,1,5,0,2,998,0,3,27,0,23
25382,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25383,174,53,75,113,191,0,0,23,4,0,7,3,0,3,17,3,26,0,0,70,3,0,0,23,16,0,0,0,0,0,0,0,0,0,0,91,34,0,4,0,9,0,0,0,0,0,10,0,0,50,15,15,0,0,0,0,25,0
25384,3174,135,65,65,616,1694,0,750,87,0,33,1678,24,2341,245,647,63,180,16,139,2,539,0,6,18,2045,0,1758,0,0,2453,10,0,0,1093,0,55,5,76,0,0,7,0,0,0,0,30,18,5,10,3,9,0,0,18,0,0,5
25398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25399,23,0,0,1,24,0,0,4,1,0,0,0,0,3,4,4,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,15,0,1,0,0,6
25405,475,1694,370,309,646,168,24,1686,43,0,0,74,0,127,68,1500,55,4,73,182,35,13,0,5,11,0,35,62,0,2,260,49,17,2,12,174,47,17,36,0,48,10,0,0,1,1,0,20,2,96,36,18,0,0,16,54,6,236
25408,4,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25411,96,20,39,22,97,11,0,40,36,0,3,0,13,19,60,6,37,0,4,28,0,0,0,0,22,14,0,29,0,0,5,0,3,15,16,0,0,0,3,0,0,3,4,0,0,0,1,7,0,0,4,2,0,0,7,5,0,7
25422,3,1,5,3,8,2,1,0,1,0,2,0,1,2,7,0,0,1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25428,4,0,0,1,34,2,4,3,0,0,0,0,0,1,32,1,1,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
25433,411,317,395,290,406,26,467,74,147,0,117,0,111,34,23,19,33,0,39,78,54,249,547,0,23,13,0,27,0,168,0,6,0,3,21,0,37,0,2,0,6,36,37,0,0,589,19,34,2,0,46,31,0,0,17,13,1,2
25439,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25440,70,70,53,25,376,0,302,12,5,0,0,1,0,6,17,6,9,0,0,43,30,0,18,0,4,0,30,2,0,27,0,0,2,0,13,18,2,0,0,0,2,144,1,0,0,0,4,6,1,0,0,2,1118,0,3,27,0,16
25443,3,0,0,0,3,2,0,1,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25445,0,0,0,0,45,0,0,5,0,0,0,0,0,0,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25449,757,0,0,25,14,0,0,4,0,0,0,0,0,1,14,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,225,13,0,24,0,10,11,0,25,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,1,0
25457,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25462,205,197,344,355,65,44,4,45,8,0,0,0,3,58,21,37,24,2,67,20,3,0,0,0,9,43,4,1,0,0,3,38,1,0,4,3,1,0,0,0,3,2,14,0,0,3,0,14,1,0,4,9,0,0,10,21,0,1
25463,2,0,0,0,5,2,0,3,0,0,0,0,0,1,4,1,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25468,3,0,0,0,1,0,0,3,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25470,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25487,31,96,127,114,75,0,26,34,6,0,0,0,0,1,25,2,10,0,2,33,20,40,0,0,2,0,19,2,0,0,0,0,1,1,0,3,2,0,1,0,7,6,1,0,0,1,0,3,1,0,4,2,0,0,1,20,0,0
25502,49,8,37,19,66,1,11,24,1,0,0,1,0,5,36,5,4,0,5,30,11,0,0,4,0,0,8,0,0,0,0,0,1,1,2,4,2,0,0,1,2,12,37,0,0,0,0,4,1,0,0,2,0,0,2,21,0,0
25510,830,107,95,53,549,7,138,146,396,138,853,0,493,38,94,40,73,4,74,128,21,378,0,9,11,28,18,24,2282,0,0,1,4,0,0,48,22,0,10,0,0,195,4,0,0,1,0,19,2,122,17,12,0,0,14,21,0,44
25530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25531,5,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25532,25,107,147,123,56,3,0,7,1,0,0,0,0,0,14,4,3,1,7,26,0,9,0,0,13,0,0,9,0,1,0,4,0,0,3,0,1,0,0,0,4,1,3,0,0,1,1,10,0,0,1,3,0,0,5,12,1,0
25538,1366,106,105,114,404,32,1127,135,208,0,457,118,343,200,217,11,112,175,224,89,61,1188,753,0,193,94,62,115,0,151,0,17,2,1,156,69,24,1,65,322,54,93,99,0,0,772,6,34,3,0,27,27,0,0,25,55,55,3
25539,74,132,166,146,160,6,0,35,8,0,0,0,0,4,10,4,11,0,12,54,0,0,0,0,15,1,0,12,0,0,0,4,0,1,9,0,7,0,0,0,5,2,10,0,0,1,5,14,0,0,11,11,0,0,5,12,1,1
25547,238,215,362,366,51,15,5,13,13,0,0,0,0,100,18,5,31,3,53,24,45,0,0,0,26,49,21,3,0,0,3,9,1,1,12,1,1,0,0,0,4,1,14,0,0,0,0,45,0,0,4,42,0,0,43,0,0,0
25556,6,3,3,3,4,0,0,1,2,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
25558,14,6,30,18,25,1,10,14,3,0,0,0,0,2,7,4,7,0,1,7,19,0,0,0,1,0,13,1,0,1,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,1,0,4,1,0,0,2,0,0,2,21,0,1
25573,15,5,29,13,17,3,4,14,3,0,0,2,0,5,3,5,5,2,0,5,8,0,12,0,1,0,9,0,0,12,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,2,0,0,2,21,0,0
25574,4474,83,158,469,702,121,3010,328,571,0,972,130,790,201,15,29,126,52,49,183,69,3723,2938,0,11,519,12,99,0,655,0,76,0,4,331,20,87,4,221,1485,720,40,508,436,0,3266,12,126,6,0,86,102,0,0,108,0,284,8
25589,69,70,140,157,199,78,54,171,19,0,2,41,0,46,162,96,25,10,16,59,131,9,15,0,11,0,116,15,0,3,0,0,0,0,20,29,7,0,13,0,33,2,0,0,0,0,0,5,3,1,2,3,0,0,3,68,0,1
25598,2,0,0,0,5,2,0,3,0,0,0,0,0,1,6,1,0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25599,11,5,9,12,18,0,7,7,1,0,0,0,0,1,13,2,2,0,0,6,25,0,0,0,4,0,24,1,0,2,0,0,0,0,4,1,0,1,1,0,6,0,1,0,1,0,0,2,0,0,3,0,0,0,1,0,0,0
25630,7,0,1,0,1,0,0,2,3,0,0,0,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
25633,128,122,181,177,450,79,50,134,17,0,3,1,0,16,17,31,42,77,3,189,45,1,25,0,2,3,10,12,0,25,0,2,3,0,16,47,12,6,2,1,11,2,0,0,0,0,4,15,1,5,4,9,1150,0,11,24,0,19
25643,524,2002,1245,893,149,208,33,252,24,0,0,0,8,147,54,101,88,5,225,38,6,0,0,0,24,271,9,2,0,0,7,101,3,0,12,67,3,0,0,0,6,10,41,0,0,6,0,32,2,0,12,23,0,0,25,60,0,8
25645,885,345,577,492,641,30,2346,90,407,0,450,0,352,72,29,34,33,0,66,123,161,1555,2646,0,23,3,10,42,0,559,0,6,0,3,21,0,76,0,4,0,6,159,76,0,0,3065,18,53,0,0,80,42,0,0,35,12,1,3
25646,149,30,45,110,32,0,0,24,16,0,0,0,0,0,0,26,18,0,0,22,1,36,0,0,0,0,0,0,0,0,0,0,3,4,0,3,15,20,4,0,4,4,0,0,0,0,11,0,0,0,20,21,0,0,0,0,1,1
25647,316,282,351,253,355,10,338,53,115,0,84,0,102,22,40,24,21,0,30,53,54,272,534,0,20,2,0,22,0,132,0,5,0,1,15,0,28,0,1,0,6,31,29,0,0,695,13,26,0,0,27,26,0,0,13,12,2,0
25648,20,14,3,3,11,0,0,3,4,0,0,1,0,2,5,0,5,0,2,7,1,0,0,0,1,1,0,4,0,0,0,1,0,0,6,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,0
25651,741,113,101,62,557,18,93,137,363,101,808,5,444,44,90,40,80,15,90,137,20,413,0,5,15,23,18,17,2342,0,0,1,4,1,0,48,20,0,8,0,1,198,3,0,0,1,0,24,2,68,12,16,0,0,19,22,0,44
25653,3,0,0,1,4,2,0,9,0,0,0,0,0,2,3,1,0,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
25664,3,0,0,0,6,0,0,0,1,0,0,0,0,0,4,0,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25665,26,4,5,4,6,0,0,2,1,0,0,0,0,16,7,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,1,0,0,0,0,2,15,0,0,1,14,0,0,15,0,0,0
25666,408,187,93,86,130,207,0,74,95,0,0,33,0,33,95,21,109,22,19,37,0,11,0,0,30,8,0,41,0,0,0,5,8,3,95,21,44,0,6,0,17,26,0,0,2,0,86,8,0,17,23,3,0,0,8,0,0,0
25697,79,8,9,11,201,0,0,18,4,0,0,1,0,14,8,9,5,0,7,23,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,3,0,0,0,4,0,0,0,0,0,7,3,0,0,1,0,14,0,3,0,0,11
25698,257,0,0,8,731,11,0,58,31,0,4,6,4,41,25,45,53,48,7,70,5,0,0,0,23,28,2,16,0,0,0,4,8,1,50,8,21,0,0,0,8,0,0,0,0,0,33,8,0,0,1,1,192,0,8,0,0,91
25708,435,879,644,544,98,263,82,196,18,0,0,2,0,111,17,171,61,10,170,48,15,2,13,0,17,211,17,11,0,0,2,75,2,1,23,3,5,0,1,0,6,7,28,0,0,1,3,24,1,0,8,23,0,0,19,28,0,0
25709,1181,407,664,388,714,3298,647,632,95,0,0,2046,0,742,389,224,175,2485,4,643,577,0,14,0,3716,14,139,2121,0,72,0,7,7,24,7,117,464,0,5,669,15,68,52,0,0,12,0,49,12,0,32,38,0,0,25,250,0,65
25714,7,1,4,1,15,0,1,7,2,0,0,0,0,6,16,1,2,0,1,1,2,0,0,0,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0
25743,89,3,28,12,50,89,24,83,2,0,0,54,0,41,37,76,5,1,0,20,67,0,15,0,4,0,63,1,0,21,0,71,0,0,3,2,0,0,1,0,5,3,0,0,0,0,0,4,2,0,0,2,0,0,2,20,0,0
25744,3,0,0,0,15,0,0,5,1,0,0,0,0,1,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25754,19,1,6,23,68,1,0,8,5,0,0,1,0,5,6,1,6,0,5,34,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,22,0,0,0,0,0,2,5,0,0,2,3,0,0,3,0,22,1
25756,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25760,2566,152,136,178,526,12,0,87,16,0,6,91,0,338,31,38,85,387,148,70,0,0,0,28,39,3074,0,18,0,0,18,274,0,0,2121,123,23,3,10,0,33,0,0,0,0,0,6,270,0,38,22,261,0,0,270,6,51,6
25762,0,0,0,0,13,0,0,5,0,0,0,0,0,1,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25777,9,0,0,0,7,2,1,12,0,0,0,6,0,8,1,5,0,2,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25781,92,180,141,75,286,12,43,129,25,0,36,0,37,30,70,41,21,0,30,61,18,61,0,5,33,17,17,18,557,0,0,2,3,0,0,3,3,0,5,0,2,27,2,0,0,1,0,19,2,0,6,7,0,0,15,20,0,56
25789,525,11,32,22,161,516,18,274,6,3704,0,252,0,225,45,233,11,275,2,31,2,0,0,0,219,5,3,0,0,0,0,97,1,0,14,34,3,0,1,0,3,9,0,0,0,1,0,177,1,0,4,176,0,0,175,31,1,28
25810,18,3,23,9,19,5,3,9,0,0,0,0,0,7,12,2,2,4,1,9,18,0,0,0,9,0,19,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,2,0,0,4,20,0,0
25830,765,112,101,58,571,18,90,159,364,109,812,5,449,45,92,49,79,15,93,137,19,407,0,9,15,23,17,17,2423,0,0,1,4,1,0,48,19,0,8,0,1,196,4,0,0,1,0,24,2,68,14,16,0,0,19,22,0,44
25834,12,9,14,10,9,1,5,9,11,0,0,1,0,2,8,3,13,0,0,7,7,1577,0,0,1,0,6,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
25837,27,15,41,28,89,0,18,27,11,0,1,0,0,4,63,2,16,0,14,28,36,4,37,0,12,0,26,2,0,54,0,0,0,1,3,5,1,0,4,0,4,10,0,0,0,0,0,3,1,1,3,2,0,0,1,21,0,0
25840,2,0,0,0,6,2,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25850,16,0,0,0,1,1,0,3,5,0,0,2,0,1,5,3,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0
25851,26,4,5,4,18,0,0,0,1,0,0,0,0,16,8,0,1,0,2,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,1,0,0,0,0,2,15,0,0,0,14,0,0,15,0,0,1
25852,236,212,217,212,909,53,1184,104,25,0,6,2,0,21,33,59,51,63,3,139,28,0,821,0,4,0,32,2,0,727,0,0,8,0,5,131,37,0,2,0,23,21,0,0,0,563,9,28,2,0,11,7,2501,0,15,62,0,34
25856,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25866,1139,245,283,277,94,182,123,308,2,0,13,144,1,210,10,270,3,229,274,17,92,57,0,0,0,1321,0,637,0,0,11,3,0,2,747,0,2,0,7,0,2,1,1,0,0,0,3,67,0,0,7,64,0,0,67,0,1,0
25867,9,0,0,2,4,0,1,5,1,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
25876,55,11,31,21,37,13,58,25,2,0,0,5,0,8,41,18,5,1,0,4,123,0,2,0,2,0,112,0,0,4,0,12,0,0,7,2,0,0,0,0,3,2,0,0,0,0,0,4,1,0,0,2,0,0,2,20,0,0
25896,35,5,28,15,24,2,9,15,10,0,0,0,0,4,5,5,20,1,4,10,17,0,0,0,1,0,16,0,0,2,0,3,0,0,0,3,0,0,1,0,2,3,0,0,0,1,0,4,1,0,0,2,0,0,2,21,0,2
25900,172,101,140,123,86,0,86,20,4,0,1,2,0,7,21,4,11,2,0,48,23,418,58,2,10,0,23,6,0,557,0,2,0,1,7,7,7,6,48,0,2,16,1,0,0,0,0,5,1,18,39,2,0,0,2,22,4,0
25918,2,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
25919,3,0,0,0,3,2,0,0,1,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25921,57,0,0,4,59,0,0,14,2,0,0,0,0,8,9,11,2,0,0,23,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,4,2,0,0,0,4,0,0,0,0,0,10,4,0,0,0,0,71,0,4,0,0,29
25922,3118,340,200,306,2005,105,3237,249,933,0,1341,917,1139,182,41,55,211,0,100,298,230,3178,3057,0,16,38,167,95,0,609,0,9,9,0,36,537,114,4,139,85,116,91,133,0,0,3368,30,64,7,0,81,26,4109,0,48,17,9142,69
25953,105,33,62,34,145,39,0,53,31,0,3,0,13,33,77,10,25,0,4,52,4,0,0,0,57,17,0,37,0,0,30,0,3,27,19,0,0,0,3,0,0,4,4,0,0,0,1,8,0,0,4,2,0,0,8,5,0,10
25958,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25962,33,10,20,20,30,0,0,7,1,0,1,1,0,1,4,1,7,0,0,18,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,2,0,0,0,0,0,2,0,0,13,4,4,0,0,0,0,1,0
25973,458,0,25,24,25,0,0,2,246,0,1,0,1,106,0,0,203,0,3,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,105,0,0,3,104,0,0,105,1,0,0
25980,19,16,37,25,41,0,14,8,1,0,0,1,0,2,31,2,6,0,0,11,17,0,0,0,1,0,14,0,0,2,0,1,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,3,1,0,0,2,0,0,1,20,0,0
25982,200,194,321,344,39,81,0,80,7,0,0,37,0,62,10,37,21,5,67,27,2,0,0,0,9,66,2,12,0,0,1,38,1,1,5,1,1,0,0,0,5,1,14,0,0,0,0,12,0,0,4,7,0,0,10,0,0,0
25989,3,0,0,0,3,2,0,0,1,0,0,0,0,1,3,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26013,4,3,7,2,6,0,0,0,0,0,0,0,0,1,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
26016,3,1,1,1,2,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
